parcel_id,project_id,survey_number,village,land_area_acres,land_use_type,ownership_type,owner_count,ownership_verified,ownership_conflict,document_status,acquisition_status,possession_status,compensation_status,legal_dispute_flag
PARCEL-0003153,LG-000314,Sy.No 110/3C,Anandpur (Harda),101.88,Agricultural,Community,2,0,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0003154,LG-000314,Sy.No 111/2B,Kishanpur (Harda),101.88,Agricultural,Government,2,0,1,Missing,Identified,Pending,Disputed,1
PARCEL-0003155,LG-000314,Sy.No 112/4D,Madhavpur (Harda),101.88,Commercial,Government,4,0,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0003156,LG-000315,Sy.No 101/3C,Devpur (Narmadapuram),739.88,Residential,Government,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003157,LG-000315,Sy.No 102/2B,Sultanpur (Narmadapuram),739.88,Barren,Government,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003158,LG-000315,Sy.No 103/1A,Chandpur (Narmadapuram),739.88,Residential,Private,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003159,LG-000315,Sy.No 104/3C,Chandpur (Narmadapuram),739.88,Barren,Private,3,0,1,Verified,Acquired,Taken,Pending,1
PARCEL-0003160,LG-000315,Sy.No 105/4D,Chandpur (Narmadapuram),739.88,Commercial,Community,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003161,LG-000315,Sy.No 106/3C,Fatehpur (Narmadapuram),739.88,Barren,Private,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003162,LG-000315,Sy.No 107/1A,Kalyanpur (Narmadapuram),739.88,Agricultural,Community,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003163,LG-000315,Sy.No 108/4D,Sultanpur (Narmadapuram),739.88,Agricultural,Community,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003164,LG-000315,Sy.No 109/3C,Shivpur (Narmadapuram),739.88,Barren,Community,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003165,LG-000316,Sy.No 101/2B,Kishanpur (Indore),792.45,Agricultural,Government,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003166,LG-000316,Sy.No 102/3C,Fatehpur (Indore),792.45,Barren,Private,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003167,LG-000316,Sy.No 103/4D,Fatehpur (Indore),792.45,Agricultural,Community,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003168,LG-000316,Sy.No 104/2B,Haripur (Indore),792.45,Agricultural,Private,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003169,LG-000316,Sy.No 105/1A,Kishanpur (Indore),792.45,Commercial,Government,2,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0003170,LG-000316,Sy.No 106/3C,Fatehpur (Indore),792.45,Agricultural,Private,1,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0003171,LG-000316,Sy.No 107/4D,Gopalpur (Indore),792.45,Commercial,Government,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003172,LG-000316,Sy.No 108/2B,Gopalpur (Indore),792.45,Barren,Community,3,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003173,LG-000316,Sy.No 109/2B,Anandpur (Indore),792.45,Residential,Community,4,0,0,Verified,Acquired,Taken,Pending,0
PARCEL-0003174,LG-000316,Sy.No 110/3C,Govindpur (Indore),792.45,Residential,Community,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003175,LG-000316,Sy.No 111/4D,Rampur (Indore),792.45,Commercial,Community,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003176,LG-000316,Sy.No 112/4D,Madhavpur (Indore),792.45,Agricultural,Community,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003177,LG-000317,Sy.No 101/3C,Haripur (Jabalpur),166.77,Residential,Community,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003178,LG-000317,Sy.No 102/4D,Chandpur (Jabalpur),166.77,Commercial,Community,3,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0003179,LG-000317,Sy.No 103/1A,Shivpur (Jabalpur),166.77,Commercial,Community,1,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0003180,LG-000317,Sy.No 104/3C,Kishanpur (Jabalpur),166.77,Agricultural,Community,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003181,LG-000317,Sy.No 105/4D,Rampur (Jabalpur),166.77,Agricultural,Private,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003182,LG-000317,Sy.No 106/1A,Sultanpur (Jabalpur),166.77,Agricultural,Government,4,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0003183,LG-000317,Sy.No 107/4D,Chandpur (Jabalpur),166.77,Commercial,Community,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003184,LG-000317,Sy.No 108/4D,Madhavpur (Jabalpur),166.77,Residential,Government,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003185,LG-000317,Sy.No 109/4D,Rampur (Jabalpur),166.77,Agricultural,Private,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003186,LG-000318,Sy.No 101/2B,Kalyanpur (Jhabua),177.03,Agricultural,Community,3,1,1,Verified,Transferred,In Progress,Approved,1
PARCEL-0003187,LG-000318,Sy.No 102/1A,Chandpur (Jhabua),177.03,Agricultural,Government,4,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003188,LG-000318,Sy.No 103/3C,Govindpur (Jhabua),177.03,Barren,Community,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003189,LG-000318,Sy.No 104/1A,Kishanpur (Jhabua),177.03,Barren,Government,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003190,LG-000318,Sy.No 105/1A,Govindpur (Jhabua),177.03,Agricultural,Community,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003191,LG-000318,Sy.No 106/3C,Chandpur (Jhabua),177.03,Residential,Private,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003192,LG-000318,Sy.No 107/4D,Devpur (Jhabua),177.03,Commercial,Private,4,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0003193,LG-000319,Sy.No 101/1A,Haripur (Katni),445.99,Residential,Community,3,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0003194,LG-000319,Sy.No 102/1A,Rampur (Katni),445.99,Residential,Government,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003195,LG-000319,Sy.No 103/3C,Shivpur (Katni),445.99,Barren,Community,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003196,LG-000319,Sy.No 104/1A,Sultanpur (Katni),445.99,Commercial,Government,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003197,LG-000319,Sy.No 105/1A,Devpur (Katni),445.99,Residential,Government,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003198,LG-000319,Sy.No 106/2B,Govindpur (Katni),445.99,Barren,Government,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003199,LG-000319,Sy.No 107/2B,Govindpur (Katni),445.99,Residential,Government,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003200,LG-000320,Sy.No 101/3C,Fatehpur (Khandwa),646.48,Agricultural,Private,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003201,LG-000320,Sy.No 102/1A,Shivpur (Khandwa),646.48,Agricultural,Community,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003202,LG-000320,Sy.No 103/1A,Nandpur (Khandwa),646.48,Agricultural,Government,2,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0003203,LG-000320,Sy.No 104/2B,Govindpur (Khandwa),646.48,Residential,Private,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003204,LG-000320,Sy.No 105/1A,Shivpur (Khandwa),646.48,Agricultural,Government,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003205,LG-000320,Sy.No 106/3C,Fatehpur (Khandwa),646.48,Barren,Government,4,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003206,LG-000320,Sy.No 107/2B,Govindpur (Khandwa),646.48,Commercial,Private,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003207,LG-000320,Sy.No 108/4D,Sultanpur (Khandwa),646.48,Barren,Private,4,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003208,LG-000320,Sy.No 109/3C,Nandpur (Khandwa),646.48,Residential,Government,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003209,LG-000321,Sy.No 101/1A,Haripur (Khargone),325.23,Barren,Community,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003210,LG-000321,Sy.No 102/3C,Fatehpur (Khargone),325.23,Agricultural,Community,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003211,LG-000321,Sy.No 103/1A,Madhavpur (Khargone),325.23,Residential,Government,1,0,0,Verified,Notified,In Progress,Pending,0
PARCEL-0003212,LG-000321,Sy.No 104/2B,Shivpur (Khargone),325.23,Barren,Community,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003213,LG-000321,Sy.No 105/3C,Anandpur (Khargone),325.23,Barren,Community,4,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0003214,LG-000321,Sy.No 106/4D,Madhavpur (Khargone),325.23,Agricultural,Private,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003215,LG-000321,Sy.No 107/3C,Chandpur (Khargone),325.23,Agricultural,Private,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003216,LG-000321,Sy.No 108/1A,Shivpur (Khargone),325.23,Residential,Private,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003217,LG-000321,Sy.No 109/2B,Fatehpur (Khargone),325.23,Agricultural,Government,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003218,LG-000321,Sy.No 110/3C,Fatehpur (Khargone),325.23,Residential,Community,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003219,LG-000321,Sy.No 111/1A,Shivpur (Khargone),325.23,Commercial,Government,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003220,LG-000321,Sy.No 112/3C,Chandpur (Khargone),325.23,Commercial,Private,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003221,LG-000321,Sy.No 113/4D,Fatehpur (Khargone),325.23,Residential,Community,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003222,LG-000321,Sy.No 114/2B,Fatehpur (Khargone),325.23,Commercial,Private,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003223,LG-000321,Sy.No 115/1A,Bhavanipur (Khargone),325.23,Barren,Community,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003224,LG-000322,Sy.No 101/4D,Kishanpur (Mandla),1043.18,Barren,Community,1,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0003225,LG-000322,Sy.No 102/3C,Haripur (Mandla),1043.18,Residential,Private,4,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0003226,LG-000322,Sy.No 103/1A,Gopalpur (Mandla),1043.18,Residential,Private,5,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0003227,LG-000322,Sy.No 104/2B,Madhavpur (Mandla),1043.18,Residential,Private,3,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0003228,LG-000322,Sy.No 105/4D,Kalyanpur (Mandla),1043.18,Residential,Private,1,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0003229,LG-000322,Sy.No 106/2B,Kalyanpur (Mandla),1043.18,Commercial,Private,4,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0003230,LG-000322,Sy.No 107/1A,Devpur (Mandla),1043.18,Commercial,Community,3,0,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0003231,LG-000322,Sy.No 108/2B,Haripur (Mandla),1043.18,Agricultural,Community,3,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0003232,LG-000322,Sy.No 109/3C,Nandpur (Mandla),1043.18,Commercial,Private,3,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0003233,LG-000323,Sy.No 101/4D,Gopalpur (Mandsaur),858.67,Commercial,Government,2,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0003234,LG-000323,Sy.No 102/4D,Bhavanipur (Mandsaur),858.67,Commercial,Government,4,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0003235,LG-000323,Sy.No 103/1A,Haripur (Mandsaur),858.67,Barren,Community,5,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0003236,LG-000323,Sy.No 104/3C,Kishanpur (Mandsaur),858.67,Agricultural,Community,1,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0003237,LG-000323,Sy.No 105/3C,Bhavanipur (Mandsaur),858.67,Residential,Community,5,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0003238,LG-000323,Sy.No 106/3C,Haripur (Mandsaur),858.67,Agricultural,Government,5,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0003239,LG-000323,Sy.No 107/3C,Gopalpur (Mandsaur),858.67,Agricultural,Government,3,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0003240,LG-000323,Sy.No 108/4D,Kalyanpur (Mandsaur),858.67,Barren,Community,3,0,0,Rejected,Identified,Pending,Pending,0
PARCEL-0003241,LG-000323,Sy.No 109/2B,Bhavanipur (Mandsaur),858.67,Agricultural,Community,5,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0003242,LG-000324,Sy.No 101/4D,Kishanpur (Morena),610.86,Agricultural,Government,3,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0003243,LG-000324,Sy.No 102/4D,Kalyanpur (Morena),610.86,Residential,Private,2,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0003244,LG-000324,Sy.No 103/3C,Madhavpur (Morena),610.86,Agricultural,Private,3,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0003245,LG-000324,Sy.No 104/4D,Anandpur (Morena),610.86,Residential,Private,1,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0003246,LG-000324,Sy.No 105/2B,Shivpur (Morena),610.86,Residential,Government,4,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0003247,LG-000324,Sy.No 106/2B,Shivpur (Morena),610.86,Agricultural,Government,4,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0003248,LG-000324,Sy.No 107/2B,Chandpur (Morena),610.86,Residential,Government,2,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0003249,LG-000324,Sy.No 108/1A,Chandpur (Morena),610.86,Agricultural,Government,3,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0003250,LG-000324,Sy.No 109/4D,Gopalpur (Morena),610.86,Barren,Government,5,1,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0003251,LG-000324,Sy.No 110/2B,Gopalpur (Morena),610.86,Agricultural,Government,3,0,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0003252,LG-000324,Sy.No 111/1A,Anandpur (Morena),610.86,Agricultural,Private,5,0,0,Rejected,Identified,Pending,Pending,0
PARCEL-0003253,LG-000324,Sy.No 112/1A,Anandpur (Morena),610.86,Commercial,Community,2,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0003254,LG-000324,Sy.No 113/3C,Sultanpur (Morena),610.86,Barren,Community,1,0,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0003255,LG-000324,Sy.No 114/2B,Nandpur (Morena),610.86,Residential,Government,5,0,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0003256,LG-000325,Sy.No 101/3C,Madhavpur (Narsinghpur),8.89,Commercial,Private,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003257,LG-000325,Sy.No 102/1A,Nandpur (Narsinghpur),8.89,Commercial,Private,3,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003258,LG-000325,Sy.No 103/4D,Anandpur (Narsinghpur),8.89,Barren,Government,1,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003259,LG-000325,Sy.No 104/2B,Nandpur (Narsinghpur),8.89,Agricultural,Community,1,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003260,LG-000325,Sy.No 105/1A,Govindpur (Narsinghpur),8.89,Barren,Government,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003261,LG-000325,Sy.No 106/4D,Anandpur (Narsinghpur),8.89,Barren,Community,2,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003262,LG-000326,Sy.No 101/2B,Fatehpur (Neemuch),459.88,Commercial,Community,4,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0003263,LG-000326,Sy.No 102/1A,Kishanpur (Neemuch),459.88,Commercial,Community,4,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0003264,LG-000326,Sy.No 103/1A,Sultanpur (Neemuch),459.88,Residential,Community,1,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0003265,LG-000326,Sy.No 104/1A,Kishanpur (Neemuch),459.88,Residential,Community,5,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0003266,LG-000326,Sy.No 105/1A,Bhavanipur (Neemuch),459.88,Barren,Community,2,0,1,Pending,Identified,Pending,Disputed,1
PARCEL-0003267,LG-000326,Sy.No 106/2B,Devpur (Neemuch),459.88,Agricultural,Community,3,0,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0003268,LG-000326,Sy.No 107/1A,Bhavanipur (Neemuch),459.88,Residential,Private,4,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0003269,LG-000326,Sy.No 108/1A,Madhavpur (Neemuch),459.88,Residential,Private,5,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0003270,LG-000326,Sy.No 109/3C,Shivpur (Neemuch),459.88,Barren,Government,3,1,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0003271,LG-000326,Sy.No 110/4D,Bhavanipur (Neemuch),459.88,Residential,Government,5,0,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0003272,LG-000326,Sy.No 111/3C,Madhavpur (Neemuch),459.88,Barren,Community,3,0,1,Missing,Identified,Pending,Disputed,1
PARCEL-0003273,LG-000326,Sy.No 112/3C,Govindpur (Neemuch),459.88,Agricultural,Government,2,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0003274,LG-000326,Sy.No 113/2B,Govindpur (Neemuch),459.88,Agricultural,Community,5,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0003275,LG-000327,Sy.No 101/3C,Nandpur (Niwari),950.0,Residential,Community,2,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0003276,LG-000327,Sy.No 102/4D,Haripur (Niwari),950.0,Residential,Government,1,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0003277,LG-000327,Sy.No 103/4D,Anandpur (Niwari),950.0,Barren,Community,4,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0003278,LG-000327,Sy.No 104/4D,Haripur (Niwari),950.0,Barren,Community,4,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0003279,LG-000327,Sy.No 105/1A,Govindpur (Niwari),950.0,Agricultural,Private,1,0,0,Rejected,Surveyed,Pending,Pending,0
PARCEL-0003280,LG-000327,Sy.No 106/1A,Madhavpur (Niwari),950.0,Commercial,Community,2,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0003281,LG-000327,Sy.No 107/4D,Nandpur (Niwari),950.0,Residential,Private,5,0,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0003282,LG-000328,Sy.No 101/3C,Chandpur (Panna),197.09,Commercial,Government,1,0,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0003283,LG-000328,Sy.No 102/3C,Rampur (Panna),197.09,Commercial,Private,4,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0003284,LG-000328,Sy.No 103/1A,Rampur (Panna),197.09,Commercial,Community,4,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0003285,LG-000328,Sy.No 104/4D,Govindpur (Panna),197.09,Commercial,Government,4,0,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0003286,LG-000328,Sy.No 105/2B,Anandpur (Panna),197.09,Agricultural,Private,4,1,0,Pending,Surveyed,Pending,Pending,0
PARCEL-0003287,LG-000328,Sy.No 106/1A,Madhavpur (Panna),197.09,Agricultural,Government,1,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0003288,LG-000328,Sy.No 107/1A,Rampur (Panna),197.09,Barren,Government,4,1,1,Rejected,Identified,Pending,Disputed,1
PARCEL-0003289,LG-000328,Sy.No 108/2B,Madhavpur (Panna),197.09,Commercial,Private,4,1,0,Rejected,Identified,Pending,Pending,0
PARCEL-0003290,LG-000328,Sy.No 109/2B,Bhavanipur (Panna),197.09,Barren,Government,4,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0003291,LG-000328,Sy.No 110/3C,Shivpur (Panna),197.09,Barren,Private,2,0,0,Missing,Identified,Pending,Pending,0
PARCEL-0003292,LG-000328,Sy.No 111/1A,Sultanpur (Panna),197.09,Barren,Government,2,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0003293,LG-000328,Sy.No 112/4D,Fatehpur (Panna),197.09,Commercial,Private,2,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0003294,LG-000328,Sy.No 113/4D,Kalyanpur (Panna),197.09,Commercial,Community,5,0,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0003295,LG-000329,Sy.No 101/2B,Sultanpur (Raisen),139.99,Agricultural,Community,1,1,1,Missing,Identified,Pending,Disputed,1
PARCEL-0003296,LG-000329,Sy.No 102/4D,Nandpur (Raisen),139.99,Commercial,Government,2,1,1,Pending,Surveyed,Pending,Disputed,1
PARCEL-0003297,LG-000329,Sy.No 103/2B,Haripur (Raisen),139.99,Agricultural,Government,4,0,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0003298,LG-000329,Sy.No 104/2B,Bhavanipur (Raisen),139.99,Barren,Private,3,1,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0003299,LG-000329,Sy.No 105/2B,Gopalpur (Raisen),139.99,Commercial,Government,4,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0003300,LG-000329,Sy.No 106/1A,Rampur (Raisen),139.99,Barren,Community,4,0,1,Rejected,Surveyed,Pending,Disputed,1
PARCEL-0003301,LG-000329,Sy.No 107/4D,Madhavpur (Raisen),139.99,Agricultural,Private,3,0,0,Missing,Surveyed,Pending,Pending,0
PARCEL-0003302,LG-000329,Sy.No 108/2B,Bhavanipur (Raisen),139.99,Residential,Community,4,1,1,Missing,Surveyed,Pending,Disputed,1
PARCEL-0003303,LG-000329,Sy.No 109/4D,Kalyanpur (Raisen),139.99,Barren,Private,5,1,0,Pending,Identified,Pending,Pending,0
PARCEL-0003304,LG-000329,Sy.No 110/4D,Sultanpur (Raisen),139.99,Agricultural,Community,2,1,0,Missing,Identified,Pending,Pending,0
PARCEL-0003305,LG-000329,Sy.No 111/1A,Gopalpur (Raisen),139.99,Barren,Private,4,1,1,Pending,Identified,Pending,Disputed,1
PARCEL-0003306,LG-000330,Sy.No 101/1A,Devpur (Rajgarh),490.99,Commercial,Community,5,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0003307,LG-000330,Sy.No 102/2B,Chandpur (Rajgarh),490.99,Barren,Private,5,1,0,Verified,Acquired,Taken,Approved,0
PARCEL-0003308,LG-000330,Sy.No 103/3C,Kishanpur (Rajgarh),490.99,Commercial,Private,3,1,1,Verified,Transferred,In Progress,Approved,1
PARCEL-0003309,LG-000330,Sy.No 104/2B,Nandpur (Rajgarh),490.99,Barren,Community,1,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003310,LG-000330,Sy.No 105/1A,Chandpur (Rajgarh),490.99,Residential,Private,2,1,1,Verified,Acquired,Taken,Approved,1
PARCEL-0003311,LG-000330,Sy.No 106/3C,Madhavpur (Rajgarh),490.99,Agricultural,Private,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003312,LG-000330,Sy.No 107/1A,Sultanpur (Rajgarh),490.99,Commercial,Government,3,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003313,LG-000330,Sy.No 108/2B,Sultanpur (Rajgarh),490.99,Commercial,Community,2,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003314,LG-000330,Sy.No 109/1A,Kishanpur (Rajgarh),490.99,Residential,Community,2,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003315,LG-000330,Sy.No 110/1A,Gopalpur (Rajgarh),490.99,Barren,Community,3,1,1,Verified,Notified,In Progress,Approved,1
PARCEL-0003316,LG-000330,Sy.No 111/1A,Gopalpur (Rajgarh),490.99,Commercial,Government,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003317,LG-000330,Sy.No 112/1A,Sultanpur (Rajgarh),490.99,Barren,Government,5,1,0,Verified,Notified,In Progress,Approved,0
PARCEL-0003318,LG-000330,Sy.No 113/1A,Bhavanipur (Rajgarh),490.99,Residential,Private,3,0,0,Verified,Transferred,In Progress,Pending,0
PARCEL-0003319,LG-000330,Sy.No 114/2B,Chandpur (Rajgarh),490.99,Residential,Community,5,1,0,Verified,Transferred,In Progress,Approved,0
PARCEL-0003320,LG-000330,Sy.No 115/2B,Bhavanipur (Rajgarh),490.99,Barren,Private,3,0,0,Verified,Transferred,In Progress,Pending,0
