admin_id,project_id,department,officer_workload,active_case_count,pending_case_count,staff_available,average_processing_days,approval_backlog,historical_delay_rate,coordination_score
ADM-0001356,LG-000372,Land Records Cell,High,12,10,3,82,21,0.51,2.3
ADM-0001357,LG-000372,Environmental Cell,High,46,20,6,105,27,0.69,4.4
ADM-0001358,LG-000372,Public Works Dept,High,50,18,6,70,29,0.45,2.6
ADM-0001359,LG-000372,Irrigation Department,High,35,7,6,91,20,0.43,2.5
ADM-0001360,LG-000373,Revenue Department,High,21,13,5,116,31,0.82,2.3
ADM-0001361,LG-000373,Land Records Cell,High,16,13,3,45,11,0.67,3.0
ADM-0001362,LG-000374,Revenue Department,Medium,24,25,9,17,2,0.06,7.1
ADM-0001363,LG-000374,Land Records Cell,Medium,23,15,5,29,6,0.14,8.7
ADM-0001364,LG-000374,Environmental Cell,Medium,28,5,4,32,7,0.32,7.9
ADM-0001365,LG-000375,Revenue Department,High,28,16,4,113,35,0.6,3.8
ADM-0001366,LG-000375,Land Records Cell,High,50,8,6,111,26,0.43,4.1
ADM-0001367,LG-000375,Environmental Cell,High,23,14,14,57,21,0.62,3.8
ADM-0001368,LG-000375,Public Works Dept,High,49,9,11,55,15,0.59,2.8
ADM-0001369,LG-000376,Revenue Department,Medium,34,7,5,22,6,0.1,7.1
ADM-0001370,LG-000376,Land Records Cell,Medium,38,11,6,39,4,0.21,7.8
ADM-0001371,LG-000376,Environmental Cell,Medium,18,7,11,39,10,0.21,9.1
ADM-0001372,LG-000376,Public Works Dept,Medium,15,26,4,13,7,0.3,9.6
ADM-0001373,LG-000377,Revenue Department,High,22,28,4,55,34,0.83,2.1
ADM-0001374,LG-000377,Land Records Cell,High,42,5,10,45,24,0.5,3.2
ADM-0001375,LG-000377,Environmental Cell,High,30,8,3,71,16,0.47,4.7
ADM-0001376,LG-000377,Public Works Dept,High,26,24,9,92,11,0.45,2.9
ADM-0001377,LG-000377,Irrigation Department,High,43,10,14,56,33,0.63,2.1
ADM-0001378,LG-000378,Revenue Department,High,47,27,5,93,20,0.48,4.5
ADM-0001379,LG-000378,Land Records Cell,High,42,24,11,109,39,0.64,4.1
ADM-0001380,LG-000378,Environmental Cell,High,50,15,2,91,34,0.66,4.0
ADM-0001381,LG-000378,Public Works Dept,High,12,17,13,71,17,0.62,3.2
ADM-0001382,LG-000378,Irrigation Department,High,39,24,15,59,10,0.52,3.7
ADM-0001383,LG-000379,Revenue Department,Medium,10,16,9,19,7,0.3,9.0
ADM-0001384,LG-000379,Land Records Cell,Medium,38,18,9,11,3,0.08,6.6
ADM-0001385,LG-000379,Environmental Cell,Medium,31,8,3,12,10,0.1,8.9
ADM-0001386,LG-000379,Public Works Dept,Medium,37,29,3,16,8,0.17,8.0
ADM-0001387,LG-000379,Irrigation Department,Medium,47,12,12,27,10,0.27,9.2
ADM-0001388,LG-000380,Revenue Department,Medium,12,19,10,27,5,0.21,8.7
ADM-0001389,LG-000380,Land Records Cell,Medium,44,24,5,35,1,0.33,7.0
ADM-0001390,LG-000380,Environmental Cell,Medium,22,7,11,37,8,0.09,8.6
ADM-0001391,LG-000380,Public Works Dept,Medium,12,11,7,29,9,0.32,8.8
ADM-0001392,LG-000381,Revenue Department,Medium,15,15,12,34,3,0.34,8.9
ADM-0001393,LG-000381,Land Records Cell,Medium,49,17,3,16,3,0.08,9.6
ADM-0001394,LG-000381,Environmental Cell,Medium,31,11,5,29,7,0.24,8.4
ADM-0001395,LG-000381,Public Works Dept,Medium,13,9,13,38,2,0.29,7.2
ADM-0001396,LG-000381,Irrigation Department,Medium,22,30,6,27,4,0.24,6.6
ADM-0001397,LG-000382,Revenue Department,Medium,41,12,6,16,3,0.1,8.7
ADM-0001398,LG-000382,Land Records Cell,Medium,19,9,4,11,3,0.23,8.7
ADM-0001399,LG-000383,Revenue Department,Medium,24,26,2,40,0,0.12,8.8
ADM-0001400,LG-000383,Land Records Cell,Medium,16,24,3,10,2,0.18,8.6
ADM-0001401,LG-000383,Environmental Cell,Medium,33,14,4,12,4,0.16,9.2
ADM-0001402,LG-000384,Revenue Department,High,38,27,3,113,15,0.5,2.5
ADM-0001403,LG-000384,Land Records Cell,High,23,22,10,61,30,0.61,4.6
ADM-0001404,LG-000385,Revenue Department,High,46,6,4,69,34,0.85,3.4
ADM-0001405,LG-000385,Land Records Cell,High,32,5,14,78,32,0.67,4.5
ADM-0001406,LG-000386,Revenue Department,Medium,39,12,12,28,3,0.07,8.2
ADM-0001407,LG-000386,Land Records Cell,Medium,22,18,7,38,1,0.27,9.3
ADM-0001408,LG-000387,Revenue Department,Medium,44,10,3,12,2,0.18,8.5
ADM-0001409,LG-000387,Land Records Cell,Medium,46,13,3,38,4,0.16,7.0
ADM-0001410,LG-000388,Revenue Department,Medium,25,24,2,31,2,0.23,7.8
ADM-0001411,LG-000388,Land Records Cell,Medium,33,26,3,19,6,0.11,6.9
ADM-0001412,LG-000388,Environmental Cell,Medium,48,12,8,36,2,0.08,7.9
ADM-0001413,LG-000389,Revenue Department,Medium,10,12,11,22,10,0.3,9.7
ADM-0001414,LG-000389,Land Records Cell,Medium,24,9,8,23,2,0.06,7.0
ADM-0001415,LG-000389,Environmental Cell,Medium,34,9,4,40,9,0.32,7.8
ADM-0001416,LG-000389,Public Works Dept,Medium,15,15,5,37,10,0.23,7.0
ADM-0001417,LG-000389,Irrigation Department,Medium,13,18,12,12,5,0.22,9.0
ADM-0001418,LG-000390,Revenue Department,High,10,12,14,71,21,0.6,4.8
ADM-0001419,LG-000390,Land Records Cell,High,26,22,5,101,34,0.84,3.9
ADM-0001420,LG-000390,Environmental Cell,High,33,10,5,69,23,0.67,3.8
ADM-0001421,LG-000390,Public Works Dept,High,15,19,15,81,21,0.4,2.7
ADM-0001422,LG-000390,Irrigation Department,High,24,15,9,55,25,0.83,2.4
ADM-0001423,LG-000391,Revenue Department,Medium,33,15,11,21,10,0.07,6.8
ADM-0001424,LG-000391,Land Records Cell,Medium,20,21,8,36,10,0.22,9.2
ADM-0001425,LG-000391,Environmental Cell,Medium,12,10,7,19,2,0.06,7.2
ADM-0001426,LG-000391,Public Works Dept,Medium,31,5,9,26,0,0.08,7.6
ADM-0001427,LG-000391,Irrigation Department,Medium,15,17,13,34,4,0.25,6.9
ADM-0001428,LG-000392,Revenue Department,High,22,6,6,112,14,0.43,2.0
ADM-0001429,LG-000392,Land Records Cell,High,24,17,15,112,30,0.83,3.8
ADM-0001430,LG-000393,Revenue Department,Medium,41,17,12,16,0,0.23,7.9
ADM-0001431,LG-000393,Land Records Cell,Medium,12,6,6,34,0,0.08,7.9
ADM-0001432,LG-000393,Environmental Cell,Medium,32,21,3,35,7,0.24,8.5
ADM-0001433,LG-000394,Revenue Department,Medium,50,28,9,18,9,0.1,6.9
ADM-0001434,LG-000394,Land Records Cell,Medium,10,25,10,18,4,0.31,7.8
ADM-0001435,LG-000394,Environmental Cell,Medium,37,13,7,36,7,0.32,9.7
ADM-0001436,LG-000394,Public Works Dept,Medium,34,18,9,15,9,0.07,7.6
ADM-0001437,LG-000395,Revenue Department,High,16,5,10,79,30,0.74,4.3
ADM-0001438,LG-000395,Land Records Cell,High,20,12,13,59,35,0.78,4.0
ADM-0001439,LG-000395,Environmental Cell,High,13,7,6,112,24,0.74,3.1
ADM-0001440,LG-000395,Public Works Dept,High,28,17,4,92,40,0.68,4.9
ADM-0001441,LG-000395,Irrigation Department,High,27,5,3,85,13,0.62,2.4
ADM-0001442,LG-000396,Revenue Department,High,47,13,15,57,36,0.8,4.7
ADM-0001443,LG-000396,Land Records Cell,High,26,15,7,72,28,0.49,2.8
ADM-0001444,LG-000396,Environmental Cell,High,42,23,3,81,17,0.5,3.4
ADM-0001445,LG-000396,Public Works Dept,High,14,16,12,102,14,0.64,2.5
ADM-0001446,LG-000396,Irrigation Department,High,36,13,9,111,24,0.54,3.6
ADM-0001447,LG-000397,Revenue Department,Medium,50,24,5,28,6,0.25,9.0
ADM-0001448,LG-000397,Land Records Cell,Medium,26,13,13,22,1,0.16,9.8
ADM-0001449,LG-000397,Environmental Cell,Medium,34,11,9,33,0,0.1,8.1
ADM-0001450,LG-000398,Revenue Department,Medium,17,13,4,13,0,0.16,7.2
ADM-0001451,LG-000398,Land Records Cell,Medium,49,6,5,29,1,0.15,8.5
ADM-0001452,LG-000398,Environmental Cell,Medium,49,17,15,11,10,0.12,8.3
ADM-0001453,LG-000399,Revenue Department,Medium,38,24,14,36,4,0.13,8.0
ADM-0001454,LG-000399,Land Records Cell,Medium,33,27,11,23,1,0.14,8.1
ADM-0001455,LG-000400,Revenue Department,Medium,41,19,2,19,8,0.25,9.5
ADM-0001456,LG-000400,Land Records Cell,Medium,16,16,12,23,3,0.09,8.9
ADM-0001457,LG-000400,Environmental Cell,Medium,38,12,12,29,1,0.1,9.3
ADM-0001458,LG-000400,Public Works Dept,Medium,37,9,8,30,9,0.06,9.4
ADM-0001459,LG-000401,Revenue Department,High,33,17,4,64,38,0.85,3.3
ADM-0001460,LG-000401,Land Records Cell,High,25,14,4,55,18,0.47,3.2
ADM-0001461,LG-000401,Environmental Cell,High,41,14,13,112,31,0.6,4.6
ADM-0001462,LG-000401,Public Works Dept,High,14,26,2,85,25,0.6,2.1
ADM-0001463,LG-000401,Irrigation Department,High,42,25,7,115,15,0.52,2.7
ADM-0001464,LG-000402,Revenue Department,High,27,18,6,46,22,0.5,5.0
ADM-0001465,LG-000402,Land Records Cell,High,43,25,12,51,30,0.51,2.2
ADM-0001466,LG-000402,Environmental Cell,High,12,28,4,91,12,0.44,2.0
ADM-0001467,LG-000403,Revenue Department,Medium,15,15,4,10,3,0.2,7.0
ADM-0001468,LG-000403,Land Records Cell,Medium,20,18,7,24,1,0.33,9.5
ADM-0001469,LG-000403,Environmental Cell,Medium,14,11,2,18,4,0.32,7.4
ADM-0001470,LG-000403,Public Works Dept,Medium,45,25,9,39,4,0.17,7.9
ADM-0001471,LG-000404,Revenue Department,High,48,16,4,54,21,0.58,2.1
ADM-0001472,LG-000404,Land Records Cell,High,32,17,11,113,25,0.5,4.0
ADM-0001473,LG-000404,Environmental Cell,High,36,23,2,117,37,0.42,2.9
ADM-0001474,LG-000404,Public Works Dept,High,49,25,9,91,19,0.63,2.3
ADM-0001475,LG-000404,Irrigation Department,High,47,23,6,107,20,0.76,4.7
ADM-0001476,LG-000405,Revenue Department,High,24,19,14,87,23,0.77,3.3
ADM-0001477,LG-000405,Land Records Cell,High,45,29,3,84,39,0.71,4.1
ADM-0001478,LG-000405,Environmental Cell,High,39,25,7,77,34,0.61,2.0
ADM-0001479,LG-000405,Public Works Dept,High,17,27,6,51,21,0.69,2.4
ADM-0001480,LG-000405,Irrigation Department,High,31,13,5,64,22,0.5,4.5
ADM-0001481,LG-000406,Revenue Department,Medium,43,24,3,33,10,0.3,8.6
ADM-0001482,LG-000406,Land Records Cell,Medium,19,17,3,36,1,0.19,8.7
ADM-0001483,LG-000406,Environmental Cell,Medium,18,10,13,16,3,0.27,7.9
ADM-0001484,LG-000407,Revenue Department,Medium,41,17,7,28,2,0.23,7.8
ADM-0001485,LG-000407,Land Records Cell,Medium,41,8,6,33,9,0.27,7.1
ADM-0001486,LG-000407,Environmental Cell,Medium,38,18,10,40,4,0.15,7.4
ADM-0001487,LG-000407,Public Works Dept,Medium,46,13,3,14,5,0.08,8.0
ADM-0001488,LG-000407,Irrigation Department,Medium,10,20,12,12,7,0.22,8.9
ADM-0001489,LG-000408,Revenue Department,Medium,23,6,12,17,2,0.2,7.3
ADM-0001490,LG-000408,Land Records Cell,Medium,39,22,13,19,10,0.07,9.4
ADM-0001491,LG-000408,Environmental Cell,Medium,44,30,4,22,0,0.14,8.2
ADM-0001492,LG-000408,Public Works Dept,Medium,46,27,3,31,3,0.08,6.7
ADM-0001493,LG-000408,Irrigation Department,Medium,43,22,15,38,9,0.23,7.6
ADM-0001494,LG-000409,Revenue Department,Medium,25,10,10,23,4,0.18,8.6
ADM-0001495,LG-000409,Land Records Cell,Medium,34,10,14,28,10,0.18,6.7
ADM-0001496,LG-000409,Environmental Cell,Medium,21,21,6,10,5,0.28,7.6
ADM-0001497,LG-000409,Public Works Dept,Medium,19,12,4,33,7,0.1,8.5
ADM-0001498,LG-000409,Irrigation Department,Medium,10,10,9,27,6,0.13,6.9
ADM-0001499,LG-000410,Revenue Department,Medium,46,23,10,27,5,0.19,8.4
ADM-0001500,LG-000410,Land Records Cell,Medium,23,22,12,35,3,0.13,7.3
ADM-0001501,LG-000410,Environmental Cell,Medium,17,12,11,13,4,0.06,9.8
ADM-0001502,LG-000410,Public Works Dept,Medium,27,16,8,27,1,0.1,9.1
ADM-0001503,LG-000410,Irrigation Department,Medium,49,25,6,11,1,0.28,8.5
ADM-0001504,LG-000411,Revenue Department,Medium,18,8,8,35,0,0.33,9.1
ADM-0001505,LG-000411,Land Records Cell,Medium,46,6,13,32,0,0.07,8.9
ADM-0001506,LG-000411,Environmental Cell,Medium,39,20,5,32,0,0.21,6.7
ADM-0001507,LG-000412,Revenue Department,Medium,38,14,3,11,3,0.05,8.9
ADM-0001508,LG-000412,Land Records Cell,Medium,16,26,5,20,9,0.23,9.1
ADM-0001509,LG-000412,Environmental Cell,Medium,19,19,12,12,5,0.23,8.1
ADM-0001510,LG-000413,Revenue Department,High,17,26,4,76,13,0.83,3.0
ADM-0001511,LG-000413,Land Records Cell,High,16,7,11,73,17,0.53,3.6
ADM-0001512,LG-000413,Environmental Cell,High,35,12,14,102,11,0.81,2.1
ADM-0001513,LG-000413,Public Works Dept,High,26,27,8,79,34,0.76,4.5
ADM-0001514,LG-000414,Revenue Department,Medium,18,23,10,12,4,0.34,6.8
ADM-0001515,LG-000414,Land Records Cell,Medium,30,23,8,35,2,0.15,8.7
ADM-0001516,LG-000414,Environmental Cell,Medium,47,5,10,30,7,0.22,6.7
ADM-0001517,LG-000414,Public Works Dept,Medium,42,21,6,27,0,0.31,7.3
ADM-0001518,LG-000414,Irrigation Department,Medium,42,5,11,28,1,0.09,9.7
ADM-0001519,LG-000415,Revenue Department,Medium,31,11,9,20,7,0.11,9.2
ADM-0001520,LG-000415,Land Records Cell,Medium,26,9,8,22,1,0.06,8.5
ADM-0001521,LG-000415,Environmental Cell,Medium,33,22,14,17,10,0.12,7.7
ADM-0001522,LG-000415,Public Works Dept,Medium,25,23,10,12,10,0.26,9.5
ADM-0001523,LG-000416,Revenue Department,Medium,19,15,2,26,7,0.18,8.5
ADM-0001524,LG-000416,Land Records Cell,Medium,16,24,13,37,1,0.06,9.2
ADM-0001525,LG-000416,Environmental Cell,Medium,42,23,4,27,0,0.2,9.6
ADM-0001526,LG-000416,Public Works Dept,Medium,27,8,11,24,1,0.06,9.6
ADM-0001527,LG-000417,Revenue Department,Medium,32,14,8,31,2,0.22,8.5
ADM-0001528,LG-000417,Land Records Cell,Medium,23,14,9,15,1,0.3,7.6
ADM-0001529,LG-000417,Environmental Cell,Medium,11,21,6,14,1,0.13,6.7
ADM-0001530,LG-000417,Public Works Dept,Medium,13,29,2,29,7,0.27,7.2
ADM-0001531,LG-000417,Irrigation Department,Medium,21,5,2,11,6,0.11,7.2
ADM-0001532,LG-000418,Revenue Department,Medium,11,17,7,37,0,0.23,7.3
ADM-0001533,LG-000418,Land Records Cell,Medium,11,17,15,33,0,0.13,7.8
ADM-0001534,LG-000418,Environmental Cell,Medium,22,16,9,15,3,0.28,8.0
ADM-0001535,LG-000418,Public Works Dept,Medium,35,14,8,39,9,0.3,6.5
ADM-0001536,LG-000419,Revenue Department,Medium,14,26,10,10,1,0.23,7.4
ADM-0001537,LG-000419,Land Records Cell,Medium,45,24,14,24,8,0.1,9.6
ADM-0001538,LG-000419,Environmental Cell,Medium,45,8,13,21,2,0.09,8.8
ADM-0001539,LG-000420,Revenue Department,High,35,30,12,61,26,0.75,4.3
ADM-0001540,LG-000420,Land Records Cell,High,38,16,2,112,36,0.77,4.6
ADM-0001541,LG-000421,Revenue Department,Medium,30,25,11,40,6,0.23,7.2
ADM-0001542,LG-000421,Land Records Cell,Medium,39,7,5,33,9,0.29,8.1
ADM-0001543,LG-000422,Revenue Department,Medium,25,21,11,39,10,0.17,8.9
ADM-0001544,LG-000422,Land Records Cell,Medium,26,29,15,27,1,0.31,7.4
ADM-0001545,LG-000422,Environmental Cell,Medium,15,17,14,25,6,0.14,9.6
ADM-0001546,LG-000422,Public Works Dept,Medium,38,22,8,18,0,0.23,8.1
ADM-0001547,LG-000423,Revenue Department,Medium,17,22,7,22,2,0.29,6.8
ADM-0001548,LG-000423,Land Records Cell,Medium,36,8,3,19,10,0.15,9.0
ADM-0001549,LG-000423,Environmental Cell,Medium,34,29,9,14,6,0.26,7.9
ADM-0001550,LG-000423,Public Works Dept,Medium,49,17,3,23,3,0.14,7.1
ADM-0001551,LG-000423,Irrigation Department,Medium,24,9,5,12,4,0.1,7.1
ADM-0001552,LG-000424,Revenue Department,Medium,22,10,14,10,8,0.21,7.4
ADM-0001553,LG-000424,Land Records Cell,Medium,33,20,11,37,4,0.2,7.8
ADM-0001554,LG-000424,Environmental Cell,Medium,10,16,2,10,6,0.22,7.8
ADM-0001555,LG-000424,Public Works Dept,Medium,21,19,5,25,5,0.25,6.9
ADM-0001556,LG-000425,Revenue Department,Medium,24,13,14,23,1,0.24,8.4
ADM-0001557,LG-000425,Land Records Cell,Medium,12,6,7,18,0,0.1,7.0
ADM-0001558,LG-000425,Environmental Cell,Medium,11,14,7,24,9,0.13,8.7
ADM-0001559,LG-000425,Public Works Dept,Medium,50,21,14,12,6,0.33,7.8
ADM-0001560,LG-000426,Revenue Department,Medium,20,20,13,31,3,0.19,7.8
ADM-0001561,LG-000426,Land Records Cell,Medium,33,14,2,20,10,0.13,7.5
ADM-0001562,LG-000426,Environmental Cell,Medium,26,16,7,16,7,0.11,7.2
ADM-0001563,LG-000426,Public Works Dept,Medium,50,9,4,40,8,0.23,6.8
ADM-0001564,LG-000426,Irrigation Department,Medium,20,24,10,33,7,0.27,9.3
ADM-0001565,LG-000427,Revenue Department,High,28,13,2,83,29,0.74,2.6
ADM-0001566,LG-000427,Land Records Cell,High,17,27,10,96,28,0.73,3.3
ADM-0001567,LG-000427,Environmental Cell,High,36,20,8,76,19,0.52,2.5
ADM-0001568,LG-000428,Revenue Department,High,25,26,14,47,37,0.85,3.5
ADM-0001569,LG-000428,Land Records Cell,High,44,23,6,45,20,0.6,3.5
ADM-0001570,LG-000428,Environmental Cell,High,26,30,15,106,24,0.77,4.3
ADM-0001571,LG-000428,Public Works Dept,High,36,7,7,53,17,0.83,4.3
ADM-0001572,LG-000429,Revenue Department,High,43,20,12,99,37,0.83,4.7
ADM-0001573,LG-000429,Land Records Cell,High,46,27,8,80,25,0.58,3.7
ADM-0001574,LG-000429,Environmental Cell,High,35,9,8,83,12,0.77,2.9
ADM-0001575,LG-000429,Public Works Dept,High,14,10,6,100,24,0.57,3.0
ADM-0001576,LG-000430,Revenue Department,High,29,28,12,57,15,0.55,3.4
ADM-0001577,LG-000430,Land Records Cell,High,17,8,11,119,35,0.49,4.1
ADM-0001578,LG-000430,Environmental Cell,High,44,26,8,78,30,0.43,4.2
ADM-0001579,LG-000430,Public Works Dept,High,31,23,9,105,36,0.42,3.3
ADM-0001580,LG-000431,Revenue Department,Medium,40,14,6,18,6,0.3,7.9
ADM-0001581,LG-000431,Land Records Cell,Medium,50,23,15,15,4,0.27,7.6
ADM-0001582,LG-000432,Revenue Department,Medium,42,29,6,12,3,0.14,8.4
ADM-0001583,LG-000432,Land Records Cell,Medium,36,13,12,12,4,0.16,7.5
ADM-0001584,LG-000432,Environmental Cell,Medium,16,8,10,12,10,0.3,7.8
ADM-0001585,LG-000432,Public Works Dept,Medium,45,17,15,13,5,0.25,7.5
ADM-0001586,LG-000433,Revenue Department,High,19,13,6,45,37,0.8,2.7
ADM-0001587,LG-000433,Land Records Cell,High,39,12,10,57,25,0.69,2.7
ADM-0001588,LG-000433,Environmental Cell,High,21,19,12,51,19,0.53,2.4
ADM-0001589,LG-000433,Public Works Dept,High,16,5,13,55,18,0.68,3.7
ADM-0001590,LG-000433,Irrigation Department,High,11,22,11,47,32,0.71,3.2
ADM-0001591,LG-000434,Revenue Department,Medium,49,22,14,14,8,0.26,9.1
ADM-0001592,LG-000434,Land Records Cell,Medium,20,15,8,14,6,0.09,8.9
ADM-0001593,LG-000434,Environmental Cell,Medium,38,17,4,40,9,0.25,9.2
ADM-0001594,LG-000435,Revenue Department,Medium,31,10,6,37,1,0.11,8.6
ADM-0001595,LG-000435,Land Records Cell,Medium,15,28,7,28,8,0.29,7.7
ADM-0001596,LG-000435,Environmental Cell,Medium,38,13,8,29,1,0.22,9.6
ADM-0001597,LG-000436,Revenue Department,Medium,14,24,7,16,1,0.24,8.7
ADM-0001598,LG-000436,Land Records Cell,Medium,16,27,2,23,8,0.14,9.6
ADM-0001599,LG-000436,Environmental Cell,Medium,37,15,10,12,10,0.31,6.9
ADM-0001600,LG-000437,Revenue Department,Medium,11,17,11,36,2,0.31,8.1
ADM-0001601,LG-000437,Land Records Cell,Medium,25,13,10,13,3,0.27,8.9
ADM-0001602,LG-000437,Environmental Cell,Medium,28,21,14,20,4,0.27,7.7
ADM-0001603,LG-000438,Revenue Department,Medium,36,9,11,18,8,0.1,9.5
ADM-0001604,LG-000438,Land Records Cell,Medium,19,14,14,38,3,0.06,9.7
ADM-0001605,LG-000439,Revenue Department,Medium,17,7,10,34,4,0.07,6.6
ADM-0001606,LG-000439,Land Records Cell,Medium,38,15,6,13,10,0.31,9.8
ADM-0001607,LG-000439,Environmental Cell,Medium,23,6,10,20,5,0.24,8.3
ADM-0001608,LG-000439,Public Works Dept,Medium,37,25,7,15,8,0.17,6.8
ADM-0001609,LG-000439,Irrigation Department,Medium,45,14,15,13,9,0.14,6.7
ADM-0001610,LG-000440,Revenue Department,Medium,43,7,15,14,4,0.12,9.0
ADM-0001611,LG-000440,Land Records Cell,Medium,18,19,7,33,5,0.25,7.7
ADM-0001612,LG-000440,Environmental Cell,Medium,38,27,13,35,9,0.12,8.0
ADM-0001613,LG-000440,Public Works Dept,Medium,40,6,15,22,10,0.17,6.8
ADM-0001614,LG-000441,Revenue Department,Medium,25,21,6,31,7,0.33,9.5
ADM-0001615,LG-000441,Land Records Cell,Medium,49,24,12,28,0,0.07,8.7
ADM-0001616,LG-000441,Environmental Cell,Medium,26,19,11,17,2,0.13,9.3
ADM-0001617,LG-000442,Revenue Department,High,23,15,2,61,17,0.6,3.5
ADM-0001618,LG-000442,Land Records Cell,High,50,30,15,115,15,0.44,2.9
ADM-0001619,LG-000442,Environmental Cell,High,23,11,14,57,18,0.56,2.5
ADM-0001620,LG-000442,Public Works Dept,High,15,16,10,50,27,0.44,3.6
ADM-0001621,LG-000442,Irrigation Department,High,23,10,2,63,40,0.66,3.1
ADM-0001622,LG-000443,Revenue Department,High,32,10,11,114,28,0.59,3.2
ADM-0001623,LG-000443,Land Records Cell,High,50,21,13,91,32,0.8,2.2
ADM-0001624,LG-000443,Environmental Cell,High,43,30,10,101,10,0.49,2.6
ADM-0001625,LG-000443,Public Works Dept,High,41,11,8,70,23,0.54,4.1
ADM-0001626,LG-000443,Irrigation Department,High,32,24,6,99,29,0.83,3.3
ADM-0001627,LG-000444,Revenue Department,Medium,39,12,12,14,6,0.11,9.4
ADM-0001628,LG-000444,Land Records Cell,Medium,41,12,6,17,0,0.28,7.1
ADM-0001629,LG-000444,Environmental Cell,Medium,31,14,6,39,4,0.35,8.1
ADM-0001630,LG-000445,Revenue Department,High,41,12,11,91,17,0.65,2.8
ADM-0001631,LG-000445,Land Records Cell,High,34,13,6,53,34,0.43,4.3
ADM-0001632,LG-000445,Environmental Cell,High,22,24,13,101,16,0.6,2.2
ADM-0001633,LG-000445,Public Works Dept,High,16,26,9,92,21,0.61,4.2
ADM-0001634,LG-000445,Irrigation Department,High,18,7,9,73,30,0.42,3.6
ADM-0001635,LG-000446,Revenue Department,High,17,29,7,119,24,0.63,2.7
ADM-0001636,LG-000446,Land Records Cell,High,32,15,7,45,27,0.58,3.3
ADM-0001637,LG-000446,Environmental Cell,High,35,19,11,94,29,0.73,2.9
ADM-0001638,LG-000447,Revenue Department,High,10,29,15,55,30,0.46,4.2
ADM-0001639,LG-000447,Land Records Cell,High,45,25,2,96,13,0.51,3.2
ADM-0001640,LG-000447,Environmental Cell,High,50,16,12,90,11,0.62,4.6
ADM-0001641,LG-000447,Public Works Dept,High,36,28,14,51,36,0.53,2.7
ADM-0001642,LG-000447,Irrigation Department,High,19,15,5,67,26,0.49,3.1
ADM-0001643,LG-000448,Revenue Department,Medium,45,13,5,38,5,0.05,9.7
ADM-0001644,LG-000448,Land Records Cell,Medium,48,8,4,34,6,0.33,6.8
ADM-0001645,LG-000448,Environmental Cell,Medium,14,26,3,10,8,0.34,9.4
ADM-0001646,LG-000448,Public Works Dept,Medium,43,5,14,31,6,0.19,7.2
ADM-0001647,LG-000449,Revenue Department,High,17,16,5,90,33,0.56,3.9
ADM-0001648,LG-000449,Land Records Cell,High,17,11,14,99,34,0.77,4.9
ADM-0001649,LG-000449,Environmental Cell,High,30,26,10,54,33,0.53,4.1
ADM-0001650,LG-000449,Public Works Dept,High,15,22,7,68,18,0.76,3.6
ADM-0001651,LG-000449,Irrigation Department,High,43,28,4,98,29,0.46,4.3
ADM-0001652,LG-000450,Revenue Department,High,16,14,7,83,25,0.51,2.6
ADM-0001653,LG-000450,Land Records Cell,High,46,22,12,98,15,0.8,2.5
ADM-0001654,LG-000451,Revenue Department,High,25,18,6,62,33,0.41,3.4
ADM-0001655,LG-000451,Land Records Cell,High,37,12,10,86,23,0.59,3.4
ADM-0001656,LG-000451,Environmental Cell,High,42,13,13,109,16,0.59,2.0
ADM-0001657,LG-000451,Public Works Dept,High,12,5,7,120,12,0.79,3.2
ADM-0001658,LG-000452,Revenue Department,High,50,11,14,91,32,0.76,2.2
ADM-0001659,LG-000452,Land Records Cell,High,28,26,8,62,17,0.49,3.3
ADM-0001660,LG-000452,Environmental Cell,High,20,9,2,108,37,0.57,4.6
ADM-0001661,LG-000452,Public Works Dept,High,42,14,5,105,20,0.68,3.3
ADM-0001662,LG-000452,Irrigation Department,High,19,26,10,112,26,0.59,4.1
ADM-0001663,LG-000453,Revenue Department,Medium,19,6,9,13,7,0.13,7.6
ADM-0001664,LG-000453,Land Records Cell,Medium,25,27,9,26,8,0.11,9.8
ADM-0001665,LG-000453,Environmental Cell,Medium,27,17,5,21,4,0.35,8.9
ADM-0001666,LG-000453,Public Works Dept,Medium,41,24,12,40,0,0.23,7.3
ADM-0001667,LG-000453,Irrigation Department,Medium,23,25,15,12,9,0.05,7.4
ADM-0001668,LG-000454,Revenue Department,Medium,28,22,6,34,4,0.13,9.5
ADM-0001669,LG-000454,Land Records Cell,Medium,47,12,3,27,9,0.33,7.8
ADM-0001670,LG-000455,Revenue Department,Medium,24,28,4,19,5,0.1,8.5
ADM-0001671,LG-000455,Land Records Cell,Medium,43,24,4,33,1,0.29,9.5
ADM-0001672,LG-000456,Revenue Department,Medium,40,27,8,27,2,0.17,8.3
ADM-0001673,LG-000456,Land Records Cell,Medium,32,25,15,32,10,0.15,7.1
ADM-0001674,LG-000456,Environmental Cell,Medium,50,24,4,26,6,0.07,8.1
ADM-0001675,LG-000456,Public Works Dept,Medium,14,12,6,17,6,0.11,8.2
ADM-0001676,LG-000456,Irrigation Department,Medium,35,13,11,16,1,0.17,7.2
