dispute_id,project_id,case_type,filing_date,resolution_date,case_status,pending_days,court_level,case_severity
LEG-0000886,LG-000286,Compensation Amount Dispute,2024-02-09,2024-07-08,Resolved,0,High Court,Critical
LEG-0000887,LG-000286,R&R Dispute,2024-02-23,,Stay Order Issued,858,Revenue Tribunal,Critical
LEG-0000888,LG-000287,R&R Dispute,2021-11-20,,Stay Order Issued,1683,Revenue Tribunal,High
LEG-0000889,LG-000287,Encroachment,2022-06-06,2022-12-16,Resolved,0,District Court,Medium
LEG-0000890,LG-000288,Encroachment,2018-05-19,2018-07-20,Resolved,0,District Court,High
LEG-0000891,LG-000288,Encroachment,2018-06-18,,Under Hearing,2934,District Court,Medium
LEG-0000892,LG-000288,Environmental Challenge,2018-12-28,2019-09-07,Resolved,0,District Court,High
LEG-0000893,LG-000288,Encroachment,2018-04-26,,Stay Order Issued,2987,District Court,Medium
LEG-0000894,LG-000288,Environmental Challenge,2018-10-08,,Stay Order Issued,2822,District Court,Low
LEG-0000895,LG-000288,R&R Dispute,2018-05-19,,Stay Order Issued,2964,High Court,Low
LEG-0000896,LG-000289,Title Dispute,2024-10-08,,Stay Order Issued,630,District Court,High
LEG-0000897,LG-000289,R&R Dispute,2024-07-26,2024-10-26,Resolved,0,Revenue Tribunal,Medium
LEG-0000898,LG-000289,Title Dispute,2024-08-11,,Stay Order Issued,688,High Court,High
LEG-0000899,LG-000289,Encroachment,2024-08-17,,Pending,682,District Court,Low
LEG-0000900,LG-000290,Title Dispute,2019-09-19,2020-03-10,Resolved,0,District Court,Medium
LEG-0000901,LG-000290,R&R Dispute,2019-07-06,2020-02-27,Resolved,0,Revenue Tribunal,Low
LEG-0000902,LG-000290,Title Dispute,2019-01-09,,Stay Order Issued,2729,Revenue Tribunal,High
LEG-0000903,LG-000291,Title Dispute,2021-07-05,,Under Hearing,1821,District Court,Critical
LEG-0000904,LG-000291,Environmental Challenge,2021-07-21,2022-04-04,Resolved,0,Revenue Tribunal,Critical
LEG-0000905,LG-000291,Encroachment,2021-05-15,2021-09-30,Resolved,0,High Court,Critical
LEG-0000906,LG-000291,Encroachment,2021-09-02,2022-04-29,Resolved,0,District Court,Critical
LEG-0000907,LG-000291,R&R Dispute,2021-07-15,,Stay Order Issued,1811,High Court,Critical
LEG-0000908,LG-000291,Encroachment,2021-05-28,,Under Hearing,1859,District Court,Critical
LEG-0000909,LG-000291,Encroachment,2021-09-20,2021-12-26,Resolved,0,District Court,Critical
LEG-0000910,LG-000291,Title Dispute,2021-05-14,,Under Hearing,1873,High Court,Critical
LEG-0000911,LG-000293,Encroachment,2020-03-24,,Under Hearing,2289,District Court,Critical
LEG-0000912,LG-000293,Title Dispute,2019-07-19,,Stay Order Issued,2538,Revenue Tribunal,Critical
LEG-0000913,LG-000293,Encroachment,2019-07-09,2019-12-14,Resolved,0,District Court,Critical
LEG-0000914,LG-000293,R&R Dispute,2019-11-18,,Pending,2416,District Court,Critical
LEG-0000915,LG-000293,R&R Dispute,2019-09-06,,Pending,2489,District Court,Critical
LEG-0000916,LG-000293,R&R Dispute,2019-12-22,2020-06-29,Resolved,0,District Court,Critical
LEG-0000917,LG-000293,R&R Dispute,2019-10-29,2020-06-02,Resolved,0,High Court,Critical
LEG-0000918,LG-000293,Encroachment,2019-07-05,,Pending,2552,Revenue Tribunal,Critical
LEG-0000919,LG-000293,Compensation Amount Dispute,2020-03-15,,Under Hearing,2298,High Court,Critical
LEG-0000920,LG-000295,Environmental Challenge,2020-03-07,2020-07-09,Resolved,0,Revenue Tribunal,Medium
LEG-0000921,LG-000295,R&R Dispute,2019-09-21,,Pending,2474,Revenue Tribunal,Low
LEG-0000922,LG-000295,R&R Dispute,2019-12-26,,Under Hearing,2378,District Court,Low
LEG-0000923,LG-000295,Compensation Amount Dispute,2020-02-07,,Stay Order Issued,2335,Revenue Tribunal,Low
LEG-0000924,LG-000295,Environmental Challenge,2019-12-04,,Pending,2400,District Court,Low
LEG-0000925,LG-000296,Encroachment,2018-11-26,,Pending,2773,Revenue Tribunal,Low
LEG-0000926,LG-000297,Title Dispute,2024-05-17,2024-11-17,Resolved,0,High Court,Low
LEG-0000927,LG-000297,Environmental Challenge,2023-09-10,,Pending,1024,High Court,Low
LEG-0000928,LG-000297,Encroachment,2023-12-13,,Stay Order Issued,930,Revenue Tribunal,Low
LEG-0000929,LG-000299,Encroachment,2025-05-27,,Under Hearing,399,Revenue Tribunal,Critical
LEG-0000930,LG-000299,Compensation Amount Dispute,2025-11-20,,Pending,222,High Court,Critical
LEG-0000931,LG-000299,R&R Dispute,2024-12-10,,Stay Order Issued,567,High Court,Critical
LEG-0000932,LG-000299,Compensation Amount Dispute,2025-03-14,2025-09-03,Resolved,0,Revenue Tribunal,Critical
LEG-0000933,LG-000299,Compensation Amount Dispute,2025-11-17,,Stay Order Issued,225,District Court,Critical
LEG-0000934,LG-000299,R&R Dispute,2025-01-28,2025-05-01,Resolved,0,Revenue Tribunal,Critical
LEG-0000935,LG-000299,Title Dispute,2025-09-28,,Under Hearing,275,Revenue Tribunal,Critical
LEG-0000936,LG-000299,R&R Dispute,2025-07-25,,Stay Order Issued,340,High Court,Critical
LEG-0000937,LG-000299,Title Dispute,2025-04-22,,Stay Order Issued,434,Revenue Tribunal,Critical
LEG-0000938,LG-000300,R&R Dispute,2023-04-10,2023-07-06,Resolved,0,High Court,High
LEG-0000939,LG-000300,Compensation Amount Dispute,2023-11-29,,Pending,944,High Court,Low
LEG-0000940,LG-000301,Title Dispute,2025-01-05,,Pending,541,High Court,High
LEG-0000941,LG-000301,Encroachment,2024-07-15,2025-03-12,Resolved,0,Revenue Tribunal,High
LEG-0000942,LG-000301,Encroachment,2024-10-30,2025-01-26,Resolved,0,District Court,Low
LEG-0000943,LG-000302,R&R Dispute,2020-01-28,,Stay Order Issued,2345,Revenue Tribunal,Medium
LEG-0000944,LG-000304,Title Dispute,2018-09-26,,Stay Order Issued,2834,District Court,Critical
LEG-0000945,LG-000304,Encroachment,2018-07-03,,Under Hearing,2919,High Court,Critical
LEG-0000946,LG-000304,Environmental Challenge,2018-07-29,,Under Hearing,2893,High Court,Critical
LEG-0000947,LG-000304,Environmental Challenge,2018-07-29,,Stay Order Issued,2893,High Court,Critical
LEG-0000948,LG-000304,Compensation Amount Dispute,2018-10-26,,Pending,2804,High Court,Critical
LEG-0000949,LG-000304,R&R Dispute,2018-07-08,,Stay Order Issued,2914,Revenue Tribunal,Critical
LEG-0000950,LG-000304,Compensation Amount Dispute,2018-10-06,,Pending,2824,District Court,Critical
LEG-0000951,LG-000304,Compensation Amount Dispute,2019-02-20,,Pending,2687,District Court,Critical
LEG-0000952,LG-000305,Compensation Amount Dispute,2022-12-29,2023-04-26,Resolved,0,Revenue Tribunal,Medium
LEG-0000953,LG-000305,R&R Dispute,2022-11-07,,Pending,1331,High Court,Medium
LEG-0000954,LG-000305,Environmental Challenge,2023-08-09,,Under Hearing,1056,High Court,Medium
LEG-0000955,LG-000305,Compensation Amount Dispute,2022-11-21,,Pending,1317,District Court,Low
LEG-0000956,LG-000305,R&R Dispute,2023-09-19,,Pending,1015,Revenue Tribunal,Medium
LEG-0000957,LG-000305,R&R Dispute,2023-06-21,2023-09-04,Resolved,0,Revenue Tribunal,High
LEG-0000958,LG-000307,R&R Dispute,2020-10-15,2021-03-29,Resolved,0,Revenue Tribunal,Low
LEG-0000959,LG-000309,R&R Dispute,2022-08-14,,Under Hearing,1416,High Court,Low
LEG-0000960,LG-000309,R&R Dispute,2022-09-05,,Under Hearing,1394,Revenue Tribunal,Medium
LEG-0000961,LG-000309,Encroachment,2022-01-09,,Stay Order Issued,1633,High Court,Low
LEG-0000962,LG-000309,Environmental Challenge,2022-03-18,,Under Hearing,1565,District Court,Low
LEG-0000963,LG-000309,R&R Dispute,2022-05-11,2022-08-11,Resolved,0,District Court,Medium
LEG-0000964,LG-000309,Compensation Amount Dispute,2022-10-01,2023-02-09,Resolved,0,High Court,High
LEG-0000965,LG-000310,Encroachment,2020-07-28,,Under Hearing,2163,Revenue Tribunal,Medium
LEG-0000966,LG-000310,Encroachment,2020-05-22,,Stay Order Issued,2230,High Court,Low
LEG-0000967,LG-000310,Environmental Challenge,2019-12-25,2020-09-09,Resolved,0,District Court,Medium
LEG-0000968,LG-000310,R&R Dispute,2020-07-31,2020-11-22,Resolved,0,Revenue Tribunal,High
LEG-0000969,LG-000310,Encroachment,2020-11-12,2021-03-19,Resolved,0,Revenue Tribunal,Medium
LEG-0000970,LG-000311,Encroachment,2022-06-22,2022-11-25,Resolved,0,Revenue Tribunal,Medium
LEG-0000971,LG-000312,Compensation Amount Dispute,2022-12-26,,Pending,1282,Revenue Tribunal,Medium
LEG-0000972,LG-000312,Encroachment,2023-01-11,,Under Hearing,1266,High Court,Low
LEG-0000973,LG-000312,Compensation Amount Dispute,2022-11-10,2023-05-09,Resolved,0,District Court,Medium
LEG-0000974,LG-000313,Title Dispute,2022-09-05,2022-12-24,Resolved,0,Revenue Tribunal,Low
LEG-0000975,LG-000314,Title Dispute,2019-12-08,,Under Hearing,2396,Revenue Tribunal,High
LEG-0000976,LG-000314,Title Dispute,2019-07-12,2019-10-27,Resolved,0,High Court,High
LEG-0000977,LG-000314,Encroachment,2019-10-23,,Under Hearing,2442,Revenue Tribunal,Medium
LEG-0000978,LG-000314,Compensation Amount Dispute,2020-01-29,,Stay Order Issued,2344,Revenue Tribunal,Medium
LEG-0000979,LG-000315,Encroachment,2025-03-08,,Pending,479,Revenue Tribunal,High
LEG-0000980,LG-000315,R&R Dispute,2024-11-21,,Pending,586,District Court,Low
LEG-0000981,LG-000316,Encroachment,2019-03-23,,Pending,2656,High Court,Low
LEG-0000982,LG-000317,Title Dispute,2021-06-21,2021-11-25,Resolved,0,Revenue Tribunal,Low
LEG-0000983,LG-000318,Environmental Challenge,2023-11-18,2024-07-06,Resolved,0,High Court,Low
LEG-0000984,LG-000319,Environmental Challenge,2023-09-06,2024-06-02,Resolved,0,High Court,Low
LEG-0000985,LG-000320,R&R Dispute,2021-11-22,2022-04-21,Resolved,0,District Court,High
LEG-0000986,LG-000320,R&R Dispute,2022-04-28,2022-09-07,Resolved,0,High Court,High
LEG-0000987,LG-000321,Encroachment,2021-02-24,2021-11-07,Resolved,0,Revenue Tribunal,High
LEG-0000988,LG-000322,Title Dispute,2020-11-18,,Stay Order Issued,2050,High Court,Critical
LEG-0000989,LG-000322,Compensation Amount Dispute,2020-07-25,,Under Hearing,2166,District Court,Critical
LEG-0000990,LG-000322,Environmental Challenge,2020-08-06,,Under Hearing,2154,District Court,Critical
LEG-0000991,LG-000322,Compensation Amount Dispute,2020-07-20,,Pending,2171,District Court,Critical
LEG-0000992,LG-000322,Title Dispute,2020-09-26,,Pending,2103,District Court,Critical
LEG-0000993,LG-000322,Environmental Challenge,2020-05-19,2021-01-20,Resolved,0,High Court,Critical
LEG-0000994,LG-000322,Compensation Amount Dispute,2020-08-26,2021-04-30,Resolved,0,High Court,Critical
LEG-0000995,LG-000322,R&R Dispute,2020-10-04,2021-04-23,Resolved,0,District Court,Critical
LEG-0000996,LG-000322,Encroachment,2019-12-16,,Stay Order Issued,2388,Revenue Tribunal,Critical
LEG-0000997,LG-000322,R&R Dispute,2020-11-09,,Under Hearing,2059,High Court,Critical
LEG-0000998,LG-000323,Environmental Challenge,2021-04-02,,Pending,1915,High Court,Critical
LEG-0000999,LG-000323,Compensation Amount Dispute,2021-02-07,,Under Hearing,1969,District Court,Critical
LEG-0001000,LG-000323,Title Dispute,2021-02-14,,Stay Order Issued,1962,District Court,Critical
LEG-0001001,LG-000323,R&R Dispute,2021-04-05,2022-01-09,Resolved,0,High Court,Critical
LEG-0001002,LG-000323,Encroachment,2021-02-22,2021-11-16,Resolved,0,High Court,Critical
LEG-0001003,LG-000323,R&R Dispute,2021-04-14,,Pending,1903,Revenue Tribunal,Critical
LEG-0001004,LG-000324,Compensation Amount Dispute,2022-03-18,2022-07-19,Resolved,0,District Court,Critical
LEG-0001005,LG-000324,Encroachment,2022-08-18,2023-03-03,Resolved,0,High Court,Critical
LEG-0001006,LG-000324,Compensation Amount Dispute,2022-01-21,2022-08-06,Resolved,0,Revenue Tribunal,Critical
LEG-0001007,LG-000324,R&R Dispute,2022-04-24,,Under Hearing,1528,High Court,Critical
LEG-0001008,LG-000324,Compensation Amount Dispute,2022-03-13,,Stay Order Issued,1570,Revenue Tribunal,Critical
LEG-0001009,LG-000324,Compensation Amount Dispute,2022-08-05,,Under Hearing,1425,District Court,Critical
LEG-0001010,LG-000325,Environmental Challenge,2022-02-17,2022-10-08,Resolved,0,Revenue Tribunal,Low
LEG-0001011,LG-000325,R&R Dispute,2022-08-08,2022-10-27,Resolved,0,High Court,Medium
LEG-0001012,LG-000325,Environmental Challenge,2021-12-22,2022-08-22,Resolved,0,District Court,Medium
LEG-0001013,LG-000326,R&R Dispute,2022-05-12,,Pending,1510,High Court,Critical
LEG-0001014,LG-000326,Encroachment,2022-03-25,,Pending,1558,Revenue Tribunal,Critical
LEG-0001015,LG-000326,Compensation Amount Dispute,2022-05-30,2023-03-18,Resolved,0,High Court,Critical
LEG-0001016,LG-000326,Compensation Amount Dispute,2022-05-25,,Pending,1497,Revenue Tribunal,Critical
LEG-0001017,LG-000326,Compensation Amount Dispute,2022-01-27,,Stay Order Issued,1615,District Court,Critical
LEG-0001018,LG-000326,Compensation Amount Dispute,2022-03-02,,Pending,1581,Revenue Tribunal,Critical
LEG-0001019,LG-000327,R&R Dispute,2023-02-23,2023-11-20,Resolved,0,Revenue Tribunal,Medium
LEG-0001020,LG-000327,R&R Dispute,2023-04-17,2023-07-25,Resolved,0,District Court,High
LEG-0001021,LG-000327,Title Dispute,2023-02-11,,Under Hearing,1235,District Court,Low
LEG-0001022,LG-000327,Encroachment,2023-02-20,,Under Hearing,1226,District Court,High
LEG-0001023,LG-000328,Environmental Challenge,2020-03-10,,Pending,2303,District Court,Medium
LEG-0001024,LG-000328,Compensation Amount Dispute,2020-07-06,,Pending,2185,District Court,High
LEG-0001025,LG-000328,Compensation Amount Dispute,2020-02-13,2020-06-17,Resolved,0,Revenue Tribunal,Medium
LEG-0001026,LG-000329,Title Dispute,2023-02-23,,Pending,1223,District Court,Critical
LEG-0001027,LG-000329,R&R Dispute,2022-10-02,2023-02-19,Resolved,0,Revenue Tribunal,Critical
LEG-0001028,LG-000329,Environmental Challenge,2022-09-17,2023-04-15,Resolved,0,High Court,Critical
LEG-0001029,LG-000329,Encroachment,2023-04-26,,Stay Order Issued,1161,High Court,Critical
LEG-0001030,LG-000329,Environmental Challenge,2022-07-01,2023-04-04,Resolved,0,High Court,Critical
LEG-0001031,LG-000329,Encroachment,2022-11-14,2023-06-08,Resolved,0,Revenue Tribunal,Critical
LEG-0001032,LG-000329,R&R Dispute,2022-11-09,,Under Hearing,1329,District Court,Critical
LEG-0001033,LG-000329,R&R Dispute,2022-05-17,,Stay Order Issued,1505,Revenue Tribunal,Critical
LEG-0001034,LG-000329,Encroachment,2022-06-04,,Under Hearing,1487,District Court,Critical
LEG-0001035,LG-000330,R&R Dispute,2020-12-12,2021-08-16,Resolved,0,Revenue Tribunal,High
LEG-0001036,LG-000331,Encroachment,2021-05-25,2021-10-08,Resolved,0,District Court,Critical
LEG-0001037,LG-000331,Environmental Challenge,2022-04-08,,Under Hearing,1544,Revenue Tribunal,Critical
LEG-0001038,LG-000331,Title Dispute,2022-02-04,2022-05-11,Resolved,0,High Court,Critical
LEG-0001039,LG-000331,R&R Dispute,2022-05-01,2022-11-19,Resolved,0,District Court,Critical
LEG-0001040,LG-000331,Encroachment,2021-10-13,,Pending,1721,High Court,Critical
LEG-0001041,LG-000331,Compensation Amount Dispute,2022-04-14,2022-11-24,Resolved,0,District Court,Critical
LEG-0001042,LG-000331,Encroachment,2021-07-28,,Under Hearing,1798,District Court,Critical
LEG-0001043,LG-000331,R&R Dispute,2022-02-12,2022-07-09,Resolved,0,High Court,Critical
LEG-0001044,LG-000331,R&R Dispute,2021-08-02,2021-11-12,Resolved,0,District Court,Critical
LEG-0001045,LG-000332,R&R Dispute,2019-03-23,2019-08-24,Resolved,0,District Court,Medium
LEG-0001046,LG-000332,Environmental Challenge,2019-11-22,,Under Hearing,2412,High Court,Medium
LEG-0001047,LG-000333,Environmental Challenge,2019-05-19,2019-11-23,Resolved,0,High Court,High
LEG-0001048,LG-000333,Environmental Challenge,2019-03-19,,Pending,2660,Revenue Tribunal,High
LEG-0001049,LG-000333,Compensation Amount Dispute,2019-10-28,,Pending,2437,High Court,High
LEG-0001050,LG-000334,Title Dispute,2019-11-25,,Stay Order Issued,2409,High Court,Critical
LEG-0001051,LG-000334,Environmental Challenge,2020-04-22,2021-02-11,Resolved,0,District Court,Critical
LEG-0001052,LG-000334,R&R Dispute,2020-02-04,,Pending,2338,Revenue Tribunal,Critical
LEG-0001053,LG-000334,Title Dispute,2019-09-19,,Pending,2476,High Court,Critical
LEG-0001054,LG-000334,Encroachment,2019-12-21,2020-05-29,Resolved,0,Revenue Tribunal,Critical
LEG-0001055,LG-000334,Title Dispute,2020-04-01,,Under Hearing,2281,High Court,Critical
LEG-0001056,LG-000334,Title Dispute,2019-11-29,,Pending,2405,Revenue Tribunal,Critical
LEG-0001057,LG-000334,Environmental Challenge,2020-04-02,2020-10-13,Resolved,0,District Court,Critical
LEG-0001058,LG-000334,Encroachment,2019-07-13,2020-04-07,Resolved,0,Revenue Tribunal,Critical
LEG-0001059,LG-000334,Title Dispute,2019-11-15,,Stay Order Issued,2419,Revenue Tribunal,Critical
LEG-0001060,LG-000335,Title Dispute,2023-06-28,,Stay Order Issued,1098,Revenue Tribunal,High
LEG-0001061,LG-000335,Encroachment,2023-07-11,,Pending,1085,Revenue Tribunal,High
LEG-0001062,LG-000335,Title Dispute,2023-04-06,,Stay Order Issued,1181,High Court,Medium
LEG-0001063,LG-000335,Title Dispute,2023-05-11,,Under Hearing,1146,District Court,High
LEG-0001064,LG-000335,Encroachment,2022-12-28,,Pending,1280,Revenue Tribunal,Low
LEG-0001065,LG-000335,R&R Dispute,2023-02-04,,Stay Order Issued,1242,District Court,Low
LEG-0001066,LG-000336,Compensation Amount Dispute,2020-02-23,2020-12-04,Resolved,0,High Court,Medium
LEG-0001067,LG-000336,Environmental Challenge,2020-09-01,,Under Hearing,2128,District Court,High
LEG-0001068,LG-000336,Environmental Challenge,2020-08-20,2021-02-24,Resolved,0,District Court,Medium
LEG-0001069,LG-000336,Environmental Challenge,2020-06-28,,Pending,2193,High Court,Medium
LEG-0001070,LG-000337,Encroachment,2025-03-30,,Stay Order Issued,457,District Court,High
LEG-0001071,LG-000337,Compensation Amount Dispute,2024-11-20,,Pending,587,Revenue Tribunal,High
LEG-0001072,LG-000337,Title Dispute,2025-05-23,,Pending,403,High Court,Medium
LEG-0001073,LG-000337,Title Dispute,2025-02-14,2025-06-13,Resolved,0,High Court,High
LEG-0001074,LG-000338,Environmental Challenge,2020-09-27,,Pending,2102,District Court,Low
LEG-0001075,LG-000338,Compensation Amount Dispute,2021-04-22,2021-07-23,Resolved,0,High Court,Medium
LEG-0001076,LG-000339,Title Dispute,2022-12-27,2023-06-03,Resolved,0,District Court,Low
LEG-0001077,LG-000340,Title Dispute,2018-07-21,,Stay Order Issued,2901,Revenue Tribunal,Medium
LEG-0001078,LG-000340,Title Dispute,2018-12-21,2019-08-03,Resolved,0,District Court,Low
LEG-0001079,LG-000340,Environmental Challenge,2018-04-30,2018-08-19,Resolved,0,District Court,High
LEG-0001080,LG-000342,Environmental Challenge,2021-01-05,,Pending,2002,District Court,Low
LEG-0001081,LG-000342,Encroachment,2020-08-08,,Pending,2152,District Court,Medium
LEG-0001082,LG-000342,Title Dispute,2020-10-14,,Stay Order Issued,2085,District Court,Medium
LEG-0001083,LG-000344,Encroachment,2019-04-12,,Under Hearing,2636,High Court,High
LEG-0001084,LG-000344,Title Dispute,2019-12-19,2020-09-09,Resolved,0,District Court,High
LEG-0001085,LG-000345,R&R Dispute,2021-06-18,2021-11-26,Resolved,0,High Court,Medium
LEG-0001086,LG-000345,R&R Dispute,2021-02-20,,Stay Order Issued,1956,Revenue Tribunal,Medium
LEG-0001087,LG-000345,R&R Dispute,2020-12-08,,Under Hearing,2030,District Court,High
LEG-0001088,LG-000345,Environmental Challenge,2021-06-14,2022-01-16,Resolved,0,District Court,High
LEG-0001089,LG-000345,Compensation Amount Dispute,2021-01-06,,Stay Order Issued,2001,District Court,Low
LEG-0001090,LG-000345,R&R Dispute,2021-03-29,,Under Hearing,1919,High Court,Medium
LEG-0001091,LG-000347,Compensation Amount Dispute,2025-11-02,,Under Hearing,240,Revenue Tribunal,High
LEG-0001092,LG-000347,Compensation Amount Dispute,2025-10-02,2025-12-23,Resolved,0,Revenue Tribunal,Low
LEG-0001093,LG-000347,Compensation Amount Dispute,2025-11-29,,Stay Order Issued,213,Revenue Tribunal,Low
LEG-0001094,LG-000347,Environmental Challenge,2025-09-28,,Under Hearing,275,Revenue Tribunal,High
LEG-0001095,LG-000349,Environmental Challenge,2023-06-27,,Pending,1099,High Court,High
LEG-0001096,LG-000349,Title Dispute,2022-12-12,,Under Hearing,1296,District Court,Medium
LEG-0001097,LG-000349,Environmental Challenge,2023-05-02,,Stay Order Issued,1155,District Court,Medium
LEG-0001098,LG-000351,Compensation Amount Dispute,2023-07-16,2024-03-20,Resolved,0,District Court,Medium
LEG-0001099,LG-000351,Encroachment,2023-02-28,2023-05-22,Resolved,0,High Court,Low
