risk_history_id,project_id,prediction_date,delay_probability,risk_score,risk_category,expected_delay_days,highest_risk_stage,model_version
RISK-0004346,LG-000342,2020-11-07,0.65,65,HIGH,148,R&R,v1.2.0
RISK-0004347,LG-000342,2020-12-07,0.63,63,HIGH,127,R&R,v1.2.0
RISK-0004348,LG-000342,2021-01-06,0.7,70,HIGH,179,R&R,v1.2.0
RISK-0004349,LG-000343,2018-07-07,0.17,17,LOW,20,R&R,v1.2.0
RISK-0004350,LG-000343,2018-08-06,0.07,7,LOW,8,R&R,v1.2.0
RISK-0004351,LG-000343,2018-09-05,0.23,23,LOW,11,R&R,v1.2.0
RISK-0004352,LG-000343,2018-10-05,0.16,16,LOW,16,R&R,v1.2.0
RISK-0004353,LG-000343,2018-11-04,0.22,22,LOW,9,R&R,v1.2.0
RISK-0004354,LG-000343,2018-12-04,0.13,13,LOW,18,R&R,v1.2.0
RISK-0004355,LG-000343,2019-01-03,0.08,8,LOW,30,R&R,v1.2.0
RISK-0004356,LG-000344,2018-12-19,0.44,44,MEDIUM,106,Notification,v1.2.0
RISK-0004357,LG-000344,2019-01-18,0.34,34,MEDIUM,79,Notification,v1.2.0
RISK-0004358,LG-000344,2019-02-17,0.38,38,MEDIUM,109,Notification,v1.2.0
RISK-0004359,LG-000344,2019-03-19,0.33,33,MEDIUM,81,Notification,v1.2.0
RISK-0004360,LG-000344,2019-04-18,0.43,43,MEDIUM,75,Notification,v1.2.0
RISK-0004361,LG-000344,2019-05-18,0.34,34,MEDIUM,91,Notification,v1.2.0
RISK-0004362,LG-000344,2019-06-17,0.39,39,MEDIUM,65,Notification,v1.2.0
RISK-0004363,LG-000344,2019-07-17,0.43,43,MEDIUM,74,Notification,v1.2.0
RISK-0004364,LG-000344,2019-08-16,0.41,41,MEDIUM,53,Notification,v1.2.0
RISK-0004365,LG-000344,2019-09-15,0.41,41,MEDIUM,54,Notification,v1.2.0
RISK-0004366,LG-000344,2019-10-15,0.32,32,MEDIUM,88,Notification,v1.2.0
RISK-0004367,LG-000344,2019-11-14,0.32,32,MEDIUM,71,Notification,v1.2.0
RISK-0004368,LG-000344,2019-12-14,0.33,33,MEDIUM,77,Notification,v1.2.0
RISK-0004369,LG-000345,2020-07-06,0.61,61,HIGH,131,Survey,v1.2.0
RISK-0004370,LG-000345,2020-08-05,0.61,61,HIGH,146,Survey,v1.2.0
RISK-0004371,LG-000345,2020-09-04,0.62,62,HIGH,212,Survey,v1.2.0
RISK-0004372,LG-000345,2020-10-04,0.61,61,HIGH,251,Survey,v1.2.0
RISK-0004373,LG-000345,2020-11-03,0.67,67,HIGH,235,Survey,v1.2.0
RISK-0004374,LG-000345,2020-12-03,0.64,64,HIGH,208,Survey,v1.2.0
RISK-0004375,LG-000345,2021-01-02,0.62,62,HIGH,247,Survey,v1.2.0
RISK-0004376,LG-000345,2021-02-01,0.64,64,HIGH,267,Survey,v1.2.0
RISK-0004377,LG-000345,2021-03-03,0.68,68,HIGH,154,Survey,v1.2.0
RISK-0004378,LG-000345,2021-04-02,0.7,70,HIGH,129,Survey,v1.2.0
RISK-0004379,LG-000345,2021-05-02,0.72,72,HIGH,200,Survey,v1.2.0
RISK-0004380,LG-000346,2020-10-09,0.1,10,LOW,2,Legal Resolution,v1.2.0
RISK-0004381,LG-000346,2020-11-08,0.09,9,LOW,26,Legal Resolution,v1.2.0
RISK-0004382,LG-000346,2020-12-08,0.23,23,LOW,21,Legal Resolution,v1.2.0
RISK-0004383,LG-000346,2021-01-07,0.11,11,LOW,27,Legal Resolution,v1.2.0
RISK-0004384,LG-000346,2021-02-06,0.07,7,LOW,23,Legal Resolution,v1.2.0
RISK-0004385,LG-000346,2021-03-08,0.19,19,LOW,0,Legal Resolution,v1.2.0
RISK-0004386,LG-000346,2021-04-07,0.16,16,LOW,11,Legal Resolution,v1.2.0
RISK-0004387,LG-000346,2021-05-07,0.16,16,LOW,26,Legal Resolution,v1.2.0
RISK-0004388,LG-000346,2021-06-06,0.07,7,LOW,19,Legal Resolution,v1.2.0
RISK-0004389,LG-000346,2021-07-06,0.2,20,LOW,24,Legal Resolution,v1.2.0
RISK-0004390,LG-000346,2021-08-05,0.23,23,LOW,5,Legal Resolution,v1.2.0
RISK-0004391,LG-000346,2021-09-04,0.13,13,LOW,20,Legal Resolution,v1.2.0
RISK-0004392,LG-000346,2021-10-04,0.08,8,LOW,2,Legal Resolution,v1.2.0
RISK-0004393,LG-000346,2021-11-03,0.09,9,LOW,6,Legal Resolution,v1.2.0
RISK-0004394,LG-000346,2021-12-03,0.16,16,LOW,17,Legal Resolution,v1.2.0
RISK-0004395,LG-000346,2022-01-02,0.12,12,LOW,13,Legal Resolution,v1.2.0
RISK-0004396,LG-000346,2022-02-01,0.18,18,LOW,23,Legal Resolution,v1.2.0
RISK-0004397,LG-000346,2022-03-03,0.17,17,LOW,2,Legal Resolution,v1.2.0
RISK-0004398,LG-000346,2022-04-02,0.11,11,LOW,17,Legal Resolution,v1.2.0
RISK-0004399,LG-000346,2022-05-02,0.21,21,LOW,17,Legal Resolution,v1.2.0
RISK-0004400,LG-000347,2024-12-13,0.64,64,HIGH,236,Notification,v1.2.0
RISK-0004401,LG-000347,2025-01-12,0.62,62,HIGH,200,Notification,v1.2.0
RISK-0004402,LG-000347,2025-02-11,0.63,63,HIGH,267,Notification,v1.2.0
RISK-0004403,LG-000347,2025-03-13,0.61,61,HIGH,260,Notification,v1.2.0
RISK-0004404,LG-000347,2025-04-12,0.64,64,HIGH,270,Notification,v1.2.0
RISK-0004405,LG-000347,2025-05-12,0.63,63,HIGH,261,Notification,v1.2.0
RISK-0004406,LG-000347,2025-06-11,0.63,63,HIGH,129,Notification,v1.2.0
RISK-0004407,LG-000347,2025-07-11,0.69,69,HIGH,182,Notification,v1.2.0
RISK-0004408,LG-000347,2025-08-10,0.7,70,HIGH,262,Notification,v1.2.0
RISK-0004409,LG-000347,2025-09-09,0.67,67,HIGH,186,Notification,v1.2.0
RISK-0004410,LG-000347,2025-10-09,0.69,69,HIGH,159,Notification,v1.2.0
RISK-0004411,LG-000347,2025-11-08,0.7,70,HIGH,267,Notification,v1.2.0
RISK-0004412,LG-000347,2025-12-08,0.73,73,HIGH,215,Notification,v1.2.0
RISK-0004413,LG-000348,2020-07-04,0.1,10,LOW,1,R&R,v1.2.0
RISK-0004414,LG-000348,2020-08-03,0.21,21,LOW,5,R&R,v1.2.0
RISK-0004415,LG-000348,2020-09-02,0.19,19,LOW,24,R&R,v1.2.0
RISK-0004416,LG-000348,2020-10-02,0.16,16,LOW,4,R&R,v1.2.0
RISK-0004417,LG-000348,2020-11-01,0.22,22,LOW,5,R&R,v1.2.0
RISK-0004418,LG-000348,2020-12-01,0.17,17,LOW,2,R&R,v1.2.0
RISK-0004419,LG-000348,2020-12-31,0.19,19,LOW,1,R&R,v1.2.0
RISK-0004420,LG-000348,2021-01-30,0.2,20,LOW,8,R&R,v1.2.0
RISK-0004421,LG-000348,2021-03-01,0.21,21,LOW,15,R&R,v1.2.0
RISK-0004422,LG-000349,2022-10-22,0.43,43,MEDIUM,77,Compensation,v1.2.0
RISK-0004423,LG-000349,2022-11-21,0.37,37,MEDIUM,81,Compensation,v1.2.0
RISK-0004424,LG-000349,2022-12-21,0.42,42,MEDIUM,85,Compensation,v1.2.0
RISK-0004425,LG-000349,2023-01-20,0.33,33,MEDIUM,69,Compensation,v1.2.0
RISK-0004426,LG-000349,2023-02-19,0.39,39,MEDIUM,99,Compensation,v1.2.0
RISK-0004427,LG-000349,2023-03-21,0.4,40,MEDIUM,79,Compensation,v1.2.0
RISK-0004428,LG-000349,2023-04-20,0.37,37,MEDIUM,74,Compensation,v1.2.0
RISK-0004429,LG-000349,2023-05-20,0.42,42,MEDIUM,97,Compensation,v1.2.0
RISK-0004430,LG-000349,2023-06-19,0.44,44,MEDIUM,100,Compensation,v1.2.0
RISK-0004431,LG-000349,2023-07-19,0.37,37,MEDIUM,98,Compensation,v1.2.0
RISK-0004432,LG-000349,2023-08-18,0.32,32,MEDIUM,86,Compensation,v1.2.0
RISK-0004433,LG-000349,2023-09-17,0.35,35,MEDIUM,103,Compensation,v1.2.0
RISK-0004434,LG-000349,2023-10-17,0.36,36,MEDIUM,68,Compensation,v1.2.0
RISK-0004435,LG-000349,2023-11-16,0.31,31,MEDIUM,46,Compensation,v1.2.0
RISK-0004436,LG-000349,2023-12-16,0.43,43,MEDIUM,57,Compensation,v1.2.0
RISK-0004437,LG-000349,2024-01-15,0.45,45,MEDIUM,96,Compensation,v1.2.0
RISK-0004438,LG-000349,2024-02-14,0.34,34,MEDIUM,98,Compensation,v1.2.0
RISK-0004439,LG-000350,2023-12-03,0.18,18,LOW,25,Legal Resolution,v1.2.0
RISK-0004440,LG-000350,2024-01-02,0.11,11,LOW,8,Legal Resolution,v1.2.0
RISK-0004441,LG-000350,2024-02-01,0.09,9,LOW,11,Legal Resolution,v1.2.0
RISK-0004442,LG-000350,2024-03-02,0.22,22,LOW,14,Legal Resolution,v1.2.0
RISK-0004443,LG-000350,2024-04-01,0.12,12,LOW,20,Legal Resolution,v1.2.0
RISK-0004444,LG-000350,2024-05-01,0.17,17,LOW,17,Legal Resolution,v1.2.0
RISK-0004445,LG-000350,2024-05-31,0.17,17,LOW,6,Legal Resolution,v1.2.0
RISK-0004446,LG-000350,2024-06-30,0.07,7,LOW,29,Legal Resolution,v1.2.0
RISK-0004447,LG-000350,2024-07-30,0.11,11,LOW,5,Legal Resolution,v1.2.0
RISK-0004448,LG-000350,2024-08-29,0.2,20,LOW,30,Legal Resolution,v1.2.0
RISK-0004449,LG-000350,2024-09-28,0.19,19,LOW,11,Legal Resolution,v1.2.0
RISK-0004450,LG-000350,2024-10-28,0.23,23,LOW,4,Legal Resolution,v1.2.0
RISK-0004451,LG-000350,2024-11-27,0.14,14,LOW,28,Legal Resolution,v1.2.0
RISK-0004452,LG-000350,2024-12-27,0.23,23,LOW,3,Legal Resolution,v1.2.0
RISK-0004453,LG-000350,2025-01-26,0.15,15,LOW,9,Legal Resolution,v1.2.0
RISK-0004454,LG-000351,2022-11-02,0.39,39,MEDIUM,79,Survey,v1.2.0
RISK-0004455,LG-000351,2022-12-02,0.35,35,MEDIUM,51,Survey,v1.2.0
RISK-0004456,LG-000351,2023-01-01,0.4,40,MEDIUM,54,Survey,v1.2.0
RISK-0004457,LG-000351,2023-01-31,0.34,34,MEDIUM,46,Survey,v1.2.0
RISK-0004458,LG-000351,2023-03-02,0.37,37,MEDIUM,89,Survey,v1.2.0
RISK-0004459,LG-000352,2021-10-09,0.37,37,MEDIUM,41,Approval,v1.2.0
RISK-0004460,LG-000352,2021-11-08,0.35,35,MEDIUM,93,Approval,v1.2.0
RISK-0004461,LG-000352,2021-12-08,0.4,40,MEDIUM,59,Approval,v1.2.0
RISK-0004462,LG-000352,2022-01-07,0.43,43,MEDIUM,91,Approval,v1.2.0
RISK-0004463,LG-000352,2022-02-06,0.4,40,MEDIUM,42,Approval,v1.2.0
RISK-0004464,LG-000352,2022-03-08,0.37,37,MEDIUM,101,Approval,v1.2.0
RISK-0004465,LG-000352,2022-04-07,0.36,36,MEDIUM,45,Approval,v1.2.0
RISK-0004466,LG-000352,2022-05-07,0.31,31,MEDIUM,52,Approval,v1.2.0
RISK-0004467,LG-000352,2022-06-06,0.43,43,MEDIUM,65,Approval,v1.2.0
RISK-0004468,LG-000352,2022-07-06,0.32,32,MEDIUM,100,Approval,v1.2.0
RISK-0004469,LG-000352,2022-08-05,0.45,45,MEDIUM,56,Approval,v1.2.0
RISK-0004470,LG-000353,2022-04-03,0.84,84,CRITICAL,491,Documentation,v1.2.0
RISK-0004471,LG-000353,2022-05-03,0.85,85,CRITICAL,286,Documentation,v1.2.0
RISK-0004472,LG-000353,2022-06-02,0.84,84,CRITICAL,316,Documentation,v1.2.0
RISK-0004473,LG-000353,2022-07-02,0.85,85,CRITICAL,505,Documentation,v1.2.0
RISK-0004474,LG-000353,2022-08-01,0.87,87,CRITICAL,316,Documentation,v1.2.0
RISK-0004475,LG-000353,2022-08-31,0.9,90,CRITICAL,290,Documentation,v1.2.0
RISK-0004476,LG-000353,2022-09-30,0.87,87,CRITICAL,431,Documentation,v1.2.0
RISK-0004477,LG-000353,2022-10-30,0.91,91,CRITICAL,447,Documentation,v1.2.0
RISK-0004478,LG-000354,2020-09-14,0.19,19,LOW,29,Final Handover,v1.2.0
RISK-0004479,LG-000354,2020-10-14,0.13,13,LOW,8,Final Handover,v1.2.0
RISK-0004480,LG-000354,2020-11-13,0.15,15,LOW,14,Final Handover,v1.2.0
RISK-0004481,LG-000354,2020-12-13,0.07,7,LOW,18,Final Handover,v1.2.0
RISK-0004482,LG-000354,2021-01-12,0.15,15,LOW,9,Final Handover,v1.2.0
RISK-0004483,LG-000354,2021-02-11,0.16,16,LOW,5,Final Handover,v1.2.0
RISK-0004484,LG-000355,2021-02-19,0.64,64,HIGH,272,Land Identification,v1.2.0
RISK-0004485,LG-000355,2021-03-21,0.61,61,HIGH,260,Land Identification,v1.2.0
RISK-0004486,LG-000355,2021-04-20,0.62,62,HIGH,149,Land Identification,v1.2.0
RISK-0004487,LG-000355,2021-05-20,0.61,61,HIGH,263,Land Identification,v1.2.0
RISK-0004488,LG-000355,2021-06-19,0.67,67,HIGH,223,Land Identification,v1.2.0
RISK-0004489,LG-000355,2021-07-19,0.62,62,HIGH,134,Land Identification,v1.2.0
RISK-0004490,LG-000355,2021-08-18,0.63,63,HIGH,185,Land Identification,v1.2.0
RISK-0004491,LG-000355,2021-09-17,0.64,64,HIGH,162,Land Identification,v1.2.0
RISK-0004492,LG-000355,2021-10-17,0.7,70,HIGH,162,Land Identification,v1.2.0
RISK-0004493,LG-000355,2021-11-16,0.67,67,HIGH,218,Land Identification,v1.2.0
RISK-0004494,LG-000355,2021-12-16,0.67,67,HIGH,190,Land Identification,v1.2.0
RISK-0004495,LG-000355,2022-01-15,0.69,69,HIGH,246,Land Identification,v1.2.0
RISK-0004496,LG-000355,2022-02-14,0.7,70,HIGH,202,Land Identification,v1.2.0
RISK-0004497,LG-000355,2022-03-16,0.68,68,HIGH,221,Land Identification,v1.2.0
RISK-0004498,LG-000355,2022-04-15,0.72,72,HIGH,224,Land Identification,v1.2.0
RISK-0004499,LG-000355,2022-05-15,0.71,71,HIGH,120,Land Identification,v1.2.0
RISK-0004500,LG-000355,2022-06-14,0.71,71,HIGH,139,Land Identification,v1.2.0
RISK-0004501,LG-000355,2022-07-14,0.74,74,HIGH,158,Land Identification,v1.2.0
RISK-0004502,LG-000355,2022-08-13,0.72,72,HIGH,145,Land Identification,v1.2.0
RISK-0004503,LG-000355,2022-09-12,0.76,76,HIGH,161,Land Identification,v1.2.0
RISK-0004504,LG-000356,2021-07-02,0.09,9,LOW,7,Final Handover,v1.2.0
RISK-0004505,LG-000356,2021-08-01,0.09,9,LOW,11,Final Handover,v1.2.0
RISK-0004506,LG-000356,2021-08-31,0.07,7,LOW,21,Final Handover,v1.2.0
RISK-0004507,LG-000356,2021-09-30,0.08,8,LOW,13,Final Handover,v1.2.0
RISK-0004508,LG-000356,2021-10-30,0.12,12,LOW,23,Final Handover,v1.2.0
RISK-0004509,LG-000356,2021-11-29,0.21,21,LOW,5,Final Handover,v1.2.0
RISK-0004510,LG-000357,2019-04-10,0.18,18,LOW,9,Documentation,v1.2.0
RISK-0004511,LG-000357,2019-05-10,0.18,18,LOW,25,Documentation,v1.2.0
RISK-0004512,LG-000357,2019-06-09,0.18,18,LOW,10,Documentation,v1.2.0
RISK-0004513,LG-000357,2019-07-09,0.07,7,LOW,29,Documentation,v1.2.0
RISK-0004514,LG-000357,2019-08-08,0.16,16,LOW,30,Documentation,v1.2.0
RISK-0004515,LG-000357,2019-09-07,0.1,10,LOW,24,Documentation,v1.2.0
RISK-0004516,LG-000357,2019-10-07,0.17,17,LOW,17,Documentation,v1.2.0
RISK-0004517,LG-000357,2019-11-06,0.22,22,LOW,20,Documentation,v1.2.0
RISK-0004518,LG-000357,2019-12-06,0.07,7,LOW,25,Documentation,v1.2.0
RISK-0004519,LG-000357,2020-01-05,0.15,15,LOW,16,Documentation,v1.2.0
RISK-0004520,LG-000357,2020-02-04,0.08,8,LOW,28,Documentation,v1.2.0
RISK-0004521,LG-000357,2020-03-05,0.19,19,LOW,1,Documentation,v1.2.0
RISK-0004522,LG-000357,2020-04-04,0.19,19,LOW,14,Documentation,v1.2.0
RISK-0004523,LG-000357,2020-05-04,0.12,12,LOW,28,Documentation,v1.2.0
RISK-0004524,LG-000357,2020-06-03,0.15,15,LOW,22,Documentation,v1.2.0
RISK-0004525,LG-000357,2020-07-03,0.15,15,LOW,19,Documentation,v1.2.0
RISK-0004526,LG-000357,2020-08-02,0.14,14,LOW,30,Documentation,v1.2.0
RISK-0004527,LG-000357,2020-09-01,0.11,11,LOW,6,Documentation,v1.2.0
RISK-0004528,LG-000357,2020-10-01,0.09,9,LOW,17,Documentation,v1.2.0
RISK-0004529,LG-000357,2020-10-31,0.11,11,LOW,0,Documentation,v1.2.0
RISK-0004530,LG-000358,2023-10-10,0.81,81,CRITICAL,265,R&R,v1.2.0
RISK-0004531,LG-000358,2023-11-09,0.8,80,CRITICAL,406,R&R,v1.2.0
RISK-0004532,LG-000358,2023-12-09,0.83,83,CRITICAL,436,R&R,v1.2.0
RISK-0004533,LG-000358,2024-01-08,0.83,83,CRITICAL,441,R&R,v1.2.0
RISK-0004534,LG-000358,2024-02-07,0.84,84,CRITICAL,459,R&R,v1.2.0
RISK-0004535,LG-000359,2022-09-08,0.42,42,MEDIUM,63,R&R,v1.2.0
RISK-0004536,LG-000359,2022-10-08,0.4,40,MEDIUM,49,R&R,v1.2.0
RISK-0004537,LG-000359,2022-11-07,0.31,31,MEDIUM,74,R&R,v1.2.0
RISK-0004538,LG-000359,2022-12-07,0.35,35,MEDIUM,104,R&R,v1.2.0
RISK-0004539,LG-000359,2023-01-06,0.31,31,MEDIUM,49,R&R,v1.2.0
RISK-0004540,LG-000360,2022-10-21,0.19,19,LOW,27,Notification,v1.2.0
RISK-0004541,LG-000360,2022-11-20,0.19,19,LOW,7,Notification,v1.2.0
RISK-0004542,LG-000360,2022-12-20,0.09,9,LOW,14,Notification,v1.2.0
RISK-0004543,LG-000360,2023-01-19,0.22,22,LOW,14,Notification,v1.2.0
RISK-0004544,LG-000360,2023-02-18,0.1,10,LOW,16,Notification,v1.2.0
RISK-0004545,LG-000360,2023-03-20,0.09,9,LOW,7,Notification,v1.2.0
RISK-0004546,LG-000360,2023-04-19,0.07,7,LOW,23,Notification,v1.2.0
RISK-0004547,LG-000360,2023-05-19,0.19,19,LOW,3,Notification,v1.2.0
RISK-0004548,LG-000360,2023-06-18,0.12,12,LOW,2,Notification,v1.2.0
RISK-0004549,LG-000360,2023-07-18,0.12,12,LOW,13,Notification,v1.2.0
RISK-0004550,LG-000361,2021-11-02,0.36,36,MEDIUM,45,Compensation,v1.2.0
RISK-0004551,LG-000361,2021-12-02,0.33,33,MEDIUM,96,Compensation,v1.2.0
RISK-0004552,LG-000361,2022-01-01,0.41,41,MEDIUM,81,Compensation,v1.2.0
RISK-0004553,LG-000361,2022-01-31,0.43,43,MEDIUM,89,Compensation,v1.2.0
RISK-0004554,LG-000361,2022-03-02,0.4,40,MEDIUM,98,Compensation,v1.2.0
RISK-0004555,LG-000361,2022-04-01,0.35,35,MEDIUM,44,Compensation,v1.2.0
RISK-0004556,LG-000361,2022-05-01,0.31,31,MEDIUM,97,Compensation,v1.2.0
RISK-0004557,LG-000361,2022-05-31,0.32,32,MEDIUM,60,Compensation,v1.2.0
RISK-0004558,LG-000362,2020-05-19,0.61,61,HIGH,273,Documentation,v1.2.0
RISK-0004559,LG-000362,2020-06-18,0.64,64,HIGH,143,Documentation,v1.2.0
RISK-0004560,LG-000362,2020-07-18,0.62,62,HIGH,201,Documentation,v1.2.0
RISK-0004561,LG-000362,2020-08-17,0.63,63,HIGH,249,Documentation,v1.2.0
RISK-0004562,LG-000362,2020-09-16,0.63,63,HIGH,129,Documentation,v1.2.0
RISK-0004563,LG-000362,2020-10-16,0.62,62,HIGH,172,Documentation,v1.2.0
RISK-0004564,LG-000362,2020-11-15,0.67,67,HIGH,218,Documentation,v1.2.0
RISK-0004565,LG-000362,2020-12-15,0.66,66,HIGH,154,Documentation,v1.2.0
RISK-0004566,LG-000362,2021-01-14,0.65,65,HIGH,134,Documentation,v1.2.0
RISK-0004567,LG-000362,2021-02-13,0.71,71,HIGH,229,Documentation,v1.2.0
RISK-0004568,LG-000362,2021-03-15,0.72,72,HIGH,174,Documentation,v1.2.0
RISK-0004569,LG-000362,2021-04-14,0.67,67,HIGH,222,Documentation,v1.2.0
RISK-0004570,LG-000362,2021-05-14,0.73,73,HIGH,127,Documentation,v1.2.0
RISK-0004571,LG-000362,2021-06-13,0.71,71,HIGH,223,Documentation,v1.2.0
RISK-0004572,LG-000362,2021-07-13,0.69,69,HIGH,166,Documentation,v1.2.0
RISK-0004573,LG-000363,2020-04-24,0.8,80,CRITICAL,430,Documentation,v1.2.0
RISK-0004574,LG-000363,2020-05-24,0.85,85,CRITICAL,293,Documentation,v1.2.0
RISK-0004575,LG-000363,2020-06-23,0.81,81,CRITICAL,396,Documentation,v1.2.0
RISK-0004576,LG-000363,2020-07-23,0.87,87,CRITICAL,255,Documentation,v1.2.0
RISK-0004577,LG-000363,2020-08-22,0.83,83,CRITICAL,557,Documentation,v1.2.0
RISK-0004578,LG-000363,2020-09-21,0.84,84,CRITICAL,516,Documentation,v1.2.0
RISK-0004579,LG-000363,2020-10-21,0.91,91,CRITICAL,405,Documentation,v1.2.0
RISK-0004580,LG-000363,2020-11-20,0.9,90,CRITICAL,431,Documentation,v1.2.0
RISK-0004581,LG-000363,2020-12-20,0.88,88,CRITICAL,568,Documentation,v1.2.0
RISK-0004582,LG-000363,2021-01-19,0.89,89,CRITICAL,282,Documentation,v1.2.0
RISK-0004583,LG-000363,2021-02-18,0.9,90,CRITICAL,580,Documentation,v1.2.0
RISK-0004584,LG-000363,2021-03-20,0.94,94,CRITICAL,546,Documentation,v1.2.0
RISK-0004585,LG-000363,2021-04-19,0.93,93,CRITICAL,440,Documentation,v1.2.0
RISK-0004586,LG-000363,2021-05-19,0.95,95,CRITICAL,290,Documentation,v1.2.0
RISK-0004587,LG-000363,2021-06-18,0.98,98,CRITICAL,489,Documentation,v1.2.0
RISK-0004588,LG-000363,2021-07-18,0.99,99,CRITICAL,555,Documentation,v1.2.0
RISK-0004589,LG-000363,2021-08-17,1.0,100,CRITICAL,405,Documentation,v1.2.0
RISK-0004590,LG-000363,2021-09-16,0.97,97,CRITICAL,460,Documentation,v1.2.0
RISK-0004591,LG-000364,2018-09-01,0.62,62,HIGH,171,Possession,v1.2.0
RISK-0004592,LG-000364,2018-10-01,0.61,61,HIGH,161,Possession,v1.2.0
RISK-0004593,LG-000364,2018-10-31,0.65,65,HIGH,161,Possession,v1.2.0
RISK-0004594,LG-000364,2018-11-30,0.61,61,HIGH,232,Possession,v1.2.0
RISK-0004595,LG-000364,2018-12-30,0.67,67,HIGH,242,Possession,v1.2.0
RISK-0004596,LG-000364,2019-01-29,0.66,66,HIGH,224,Possession,v1.2.0
RISK-0004597,LG-000365,2018-12-19,0.79,79,CRITICAL,392,Documentation,v1.2.0
RISK-0004598,LG-000365,2019-01-18,0.82,82,CRITICAL,421,Documentation,v1.2.0
RISK-0004599,LG-000365,2019-02-17,0.84,84,CRITICAL,463,Documentation,v1.2.0
RISK-0004600,LG-000365,2019-03-19,0.84,84,CRITICAL,391,Documentation,v1.2.0
RISK-0004601,LG-000365,2019-04-18,0.89,89,CRITICAL,435,Documentation,v1.2.0
RISK-0004602,LG-000365,2019-05-18,0.87,87,CRITICAL,593,Documentation,v1.2.0
RISK-0004603,LG-000365,2019-06-17,0.88,88,CRITICAL,326,Documentation,v1.2.0
RISK-0004604,LG-000365,2019-07-17,0.86,86,CRITICAL,251,Documentation,v1.2.0
RISK-0004605,LG-000365,2019-08-16,0.91,91,CRITICAL,261,Documentation,v1.2.0
RISK-0004606,LG-000366,2020-03-17,0.16,16,LOW,21,Objection/Hearing,v1.2.0
RISK-0004607,LG-000366,2020-04-16,0.16,16,LOW,2,Objection/Hearing,v1.2.0
RISK-0004608,LG-000366,2020-05-16,0.21,21,LOW,15,Objection/Hearing,v1.2.0
RISK-0004609,LG-000366,2020-06-15,0.21,21,LOW,11,Objection/Hearing,v1.2.0
RISK-0004610,LG-000366,2020-07-15,0.11,11,LOW,7,Objection/Hearing,v1.2.0
RISK-0004611,LG-000366,2020-08-14,0.1,10,LOW,13,Objection/Hearing,v1.2.0
RISK-0004612,LG-000366,2020-09-13,0.17,17,LOW,30,Objection/Hearing,v1.2.0
RISK-0004613,LG-000366,2020-10-13,0.2,20,LOW,8,Objection/Hearing,v1.2.0
RISK-0004614,LG-000366,2020-11-12,0.21,21,LOW,29,Objection/Hearing,v1.2.0
RISK-0004615,LG-000366,2020-12-12,0.08,8,LOW,26,Objection/Hearing,v1.2.0
RISK-0004616,LG-000366,2021-01-11,0.12,12,LOW,13,Objection/Hearing,v1.2.0
RISK-0004617,LG-000366,2021-02-10,0.07,7,LOW,2,Objection/Hearing,v1.2.0
RISK-0004618,LG-000366,2021-03-12,0.2,20,LOW,17,Objection/Hearing,v1.2.0
RISK-0004619,LG-000366,2021-04-11,0.08,8,LOW,30,Objection/Hearing,v1.2.0
RISK-0004620,LG-000366,2021-05-11,0.15,15,LOW,15,Objection/Hearing,v1.2.0
RISK-0004621,LG-000366,2021-06-10,0.15,15,LOW,6,Objection/Hearing,v1.2.0
RISK-0004622,LG-000367,2020-05-25,0.62,62,HIGH,228,Land Identification,v1.2.0
RISK-0004623,LG-000367,2020-06-24,0.63,63,HIGH,250,Land Identification,v1.2.0
RISK-0004624,LG-000367,2020-07-24,0.64,64,HIGH,270,Land Identification,v1.2.0
RISK-0004625,LG-000367,2020-08-23,0.61,61,HIGH,173,Land Identification,v1.2.0
RISK-0004626,LG-000367,2020-09-22,0.66,66,HIGH,177,Land Identification,v1.2.0
RISK-0004627,LG-000367,2020-10-22,0.68,68,HIGH,244,Land Identification,v1.2.0
RISK-0004628,LG-000367,2020-11-21,0.66,66,HIGH,156,Land Identification,v1.2.0
RISK-0004629,LG-000367,2020-12-21,0.63,63,HIGH,223,Land Identification,v1.2.0
RISK-0004630,LG-000367,2021-01-20,0.65,65,HIGH,257,Land Identification,v1.2.0
RISK-0004631,LG-000367,2021-02-19,0.65,65,HIGH,242,Land Identification,v1.2.0
RISK-0004632,LG-000367,2021-03-21,0.72,72,HIGH,220,Land Identification,v1.2.0
RISK-0004633,LG-000367,2021-04-20,0.7,70,HIGH,224,Land Identification,v1.2.0
RISK-0004634,LG-000367,2021-05-20,0.71,71,HIGH,247,Land Identification,v1.2.0
RISK-0004635,LG-000367,2021-06-19,0.69,69,HIGH,272,Land Identification,v1.2.0
RISK-0004636,LG-000367,2021-07-19,0.69,69,HIGH,134,Land Identification,v1.2.0
RISK-0004637,LG-000368,2019-10-26,0.07,7,LOW,9,Documentation,v1.2.0
RISK-0004638,LG-000368,2019-11-25,0.21,21,LOW,13,Documentation,v1.2.0
RISK-0004639,LG-000368,2019-12-25,0.21,21,LOW,26,Documentation,v1.2.0
RISK-0004640,LG-000368,2020-01-24,0.22,22,LOW,25,Documentation,v1.2.0
RISK-0004641,LG-000368,2020-02-23,0.14,14,LOW,19,Documentation,v1.2.0
RISK-0004642,LG-000368,2020-03-24,0.08,8,LOW,2,Documentation,v1.2.0
RISK-0004643,LG-000368,2020-04-23,0.23,23,LOW,6,Documentation,v1.2.0
