stakeholder_id,project_id,stakeholder_type,stakeholder_name,engagement_level,sentiment,requests_received,requests_resolved,pending_requests,response_time_days
STK-0001632,LG-000291,Landowner,Stakeholder Group 3 (Pathanamthitta),Low,Negative,12,4,8,45
STK-0001633,LG-000291,Contractor,Stakeholder Group 4 (Pathanamthitta),Low,Negative,13,5,8,90
STK-0001634,LG-000292,Contractor,Stakeholder Group 1 (Thiruvananthapuram),High,Positive,32,27,5,24
STK-0001635,LG-000292,Landowner,Stakeholder Group 2 (Thiruvananthapuram),High,Positive,10,8,2,16
STK-0001636,LG-000292,District Administration,Stakeholder Group 3 (Thiruvananthapuram),High,Positive,18,15,3,5
STK-0001637,LG-000293,Local Authority,Stakeholder Group 1 (Thrissur),Low,Negative,45,18,27,46
STK-0001638,LG-000293,Contractor,Stakeholder Group 2 (Thrissur),Low,Negative,16,6,10,86
STK-0001639,LG-000293,Village Administration,Stakeholder Group 3 (Thrissur),Low,Negative,34,13,21,55
STK-0001640,LG-000294,Village Administration,Stakeholder Group 1 (Wayanad),High,Positive,33,28,5,5
STK-0001641,LG-000294,Local Authority,Stakeholder Group 2 (Wayanad),High,Positive,21,17,4,13
STK-0001642,LG-000294,Village Administration,Stakeholder Group 3 (Wayanad),High,Positive,23,19,4,20
STK-0001643,LG-000294,Village Administration,Stakeholder Group 4 (Wayanad),High,Positive,29,24,5,25
STK-0001644,LG-000294,Village Administration,Stakeholder Group 5 (Wayanad),High,Positive,40,34,6,15
STK-0001645,LG-000294,District Administration,Stakeholder Group 6 (Wayanad),High,Positive,48,40,8,23
STK-0001646,LG-000295,Landowner,Stakeholder Group 1 (Agar Malwa),Low,Negative,6,2,4,36
STK-0001647,LG-000295,Local Authority,Stakeholder Group 2 (Agar Malwa),Low,Negative,44,17,27,62
STK-0001648,LG-000295,District Administration,Stakeholder Group 3 (Agar Malwa),Low,Negative,25,10,15,40
STK-0001649,LG-000295,Landowner,Stakeholder Group 4 (Agar Malwa),Low,Negative,30,12,18,61
STK-0001650,LG-000295,Local Authority,Stakeholder Group 5 (Agar Malwa),Low,Negative,13,5,8,79
STK-0001651,LG-000295,Village Administration,Stakeholder Group 6 (Agar Malwa),Low,Negative,49,19,30,61
STK-0001652,LG-000295,Village Administration,Stakeholder Group 7 (Agar Malwa),Low,Negative,7,2,5,75
STK-0001653,LG-000295,Landowner,Stakeholder Group 8 (Agar Malwa),Low,Negative,29,11,18,38
STK-0001654,LG-000296,Landowner,Stakeholder Group 1 (Alirajpur),High,Positive,35,29,6,9
STK-0001655,LG-000296,Contractor,Stakeholder Group 2 (Alirajpur),High,Positive,36,30,6,20
STK-0001656,LG-000296,Landowner,Stakeholder Group 3 (Alirajpur),High,Positive,16,13,3,25
STK-0001657,LG-000297,Local Authority,Stakeholder Group 1 (Anuppur),Low,Negative,34,13,21,74
STK-0001658,LG-000297,Contractor,Stakeholder Group 2 (Anuppur),Low,Negative,31,12,19,55
STK-0001659,LG-000297,Village Administration,Stakeholder Group 3 (Anuppur),Low,Negative,23,9,14,56
STK-0001660,LG-000297,Village Administration,Stakeholder Group 4 (Anuppur),Low,Negative,20,8,12,75
STK-0001661,LG-000297,Landowner,Stakeholder Group 5 (Anuppur),Low,Negative,18,7,11,42
STK-0001662,LG-000297,District Administration,Stakeholder Group 6 (Anuppur),Low,Negative,15,6,9,56
STK-0001663,LG-000297,Landowner,Stakeholder Group 7 (Anuppur),Low,Negative,16,6,10,86
STK-0001664,LG-000298,Landowner,Stakeholder Group 1 (Ashoknagar),High,Positive,43,36,7,25
STK-0001665,LG-000298,Village Administration,Stakeholder Group 2 (Ashoknagar),High,Positive,6,5,1,7
STK-0001666,LG-000298,District Administration,Stakeholder Group 3 (Ashoknagar),High,Positive,12,10,2,5
STK-0001667,LG-000298,Landowner,Stakeholder Group 4 (Ashoknagar),High,Positive,42,35,7,15
STK-0001668,LG-000298,Local Authority,Stakeholder Group 5 (Ashoknagar),High,Positive,25,21,4,8
STK-0001669,LG-000298,Contractor,Stakeholder Group 6 (Ashoknagar),High,Positive,30,25,5,11
STK-0001670,LG-000298,Village Administration,Stakeholder Group 7 (Ashoknagar),High,Positive,38,32,6,12
STK-0001671,LG-000299,Landowner,Stakeholder Group 1 (Balaghat),Low,Negative,12,4,8,65
STK-0001672,LG-000299,Village Administration,Stakeholder Group 2 (Balaghat),Low,Negative,37,14,23,39
STK-0001673,LG-000299,Village Administration,Stakeholder Group 3 (Balaghat),Low,Negative,9,3,6,37
STK-0001674,LG-000299,Village Administration,Stakeholder Group 4 (Balaghat),Low,Negative,33,13,20,44
STK-0001675,LG-000299,Landowner,Stakeholder Group 5 (Balaghat),Low,Negative,29,11,18,43
STK-0001676,LG-000299,Local Authority,Stakeholder Group 6 (Balaghat),Low,Negative,13,5,8,83
STK-0001677,LG-000300,Village Administration,Stakeholder Group 1 (Barwani),High,Positive,33,28,5,9
STK-0001678,LG-000300,Contractor,Stakeholder Group 2 (Barwani),High,Positive,18,15,3,5
STK-0001679,LG-000300,Landowner,Stakeholder Group 3 (Barwani),High,Positive,42,35,7,13
STK-0001680,LG-000300,Village Administration,Stakeholder Group 4 (Barwani),High,Positive,24,20,4,25
STK-0001681,LG-000300,Local Authority,Stakeholder Group 5 (Barwani),High,Positive,39,33,6,13
STK-0001682,LG-000300,Local Authority,Stakeholder Group 6 (Barwani),High,Positive,26,22,4,11
STK-0001683,LG-000300,Contractor,Stakeholder Group 7 (Barwani),High,Positive,10,8,2,5
STK-0001684,LG-000301,Landowner,Stakeholder Group 1 (Betul),High,Positive,42,35,7,8
STK-0001685,LG-000301,Landowner,Stakeholder Group 2 (Betul),High,Positive,12,10,2,22
STK-0001686,LG-000301,Village Administration,Stakeholder Group 3 (Betul),High,Positive,49,41,8,25
STK-0001687,LG-000301,Local Authority,Stakeholder Group 4 (Betul),High,Positive,34,28,6,22
STK-0001688,LG-000301,District Administration,Stakeholder Group 5 (Betul),High,Positive,50,42,8,6
STK-0001689,LG-000301,Local Authority,Stakeholder Group 6 (Betul),High,Positive,28,23,5,9
STK-0001690,LG-000301,Village Administration,Stakeholder Group 7 (Betul),High,Positive,36,30,6,13
STK-0001691,LG-000302,Landowner,Stakeholder Group 1 (Bhind),High,Positive,22,18,4,15
STK-0001692,LG-000302,Village Administration,Stakeholder Group 2 (Bhind),High,Positive,11,9,2,19
STK-0001693,LG-000302,Local Authority,Stakeholder Group 3 (Bhind),High,Positive,23,19,4,22
STK-0001694,LG-000302,Landowner,Stakeholder Group 4 (Bhind),High,Positive,33,28,5,16
STK-0001695,LG-000302,District Administration,Stakeholder Group 5 (Bhind),High,Positive,26,22,4,21
STK-0001696,LG-000303,District Administration,Stakeholder Group 1 (Bhopal),High,Positive,38,32,6,21
STK-0001697,LG-000303,Local Authority,Stakeholder Group 2 (Bhopal),High,Positive,30,25,5,15
STK-0001698,LG-000303,Contractor,Stakeholder Group 3 (Bhopal),High,Positive,39,33,6,12
STK-0001699,LG-000303,Village Administration,Stakeholder Group 4 (Bhopal),High,Positive,46,39,7,16
STK-0001700,LG-000303,District Administration,Stakeholder Group 5 (Bhopal),High,Positive,35,29,6,14
STK-0001701,LG-000303,Village Administration,Stakeholder Group 6 (Bhopal),High,Positive,19,16,3,22
STK-0001702,LG-000303,Village Administration,Stakeholder Group 7 (Bhopal),High,Positive,34,28,6,11
STK-0001703,LG-000303,Landowner,Stakeholder Group 8 (Bhopal),High,Positive,21,17,4,13
STK-0001704,LG-000304,Contractor,Stakeholder Group 1 (Burhanpur),Low,Negative,32,12,20,84
STK-0001705,LG-000304,Local Authority,Stakeholder Group 2 (Burhanpur),Low,Negative,41,16,25,68
STK-0001706,LG-000304,District Administration,Stakeholder Group 3 (Burhanpur),Low,Negative,28,11,17,35
STK-0001707,LG-000305,Contractor,Stakeholder Group 1 (Chhatarpur),Low,Negative,27,10,17,44
STK-0001708,LG-000305,Landowner,Stakeholder Group 2 (Chhatarpur),Low,Negative,7,2,5,69
STK-0001709,LG-000305,District Administration,Stakeholder Group 3 (Chhatarpur),Low,Negative,35,14,21,56
STK-0001710,LG-000305,Village Administration,Stakeholder Group 4 (Chhatarpur),Low,Negative,28,11,17,47
STK-0001711,LG-000305,Village Administration,Stakeholder Group 5 (Chhatarpur),Low,Negative,38,15,23,49
STK-0001712,LG-000305,Village Administration,Stakeholder Group 6 (Chhatarpur),Low,Negative,39,15,24,87
STK-0001713,LG-000305,Landowner,Stakeholder Group 7 (Chhatarpur),Low,Negative,47,18,29,35
STK-0001714,LG-000305,District Administration,Stakeholder Group 8 (Chhatarpur),Low,Negative,24,9,15,31
STK-0001715,LG-000306,District Administration,Stakeholder Group 1 (Chhindwara),High,Positive,30,25,5,6
STK-0001716,LG-000306,Village Administration,Stakeholder Group 2 (Chhindwara),High,Positive,5,4,1,25
STK-0001717,LG-000306,Landowner,Stakeholder Group 3 (Chhindwara),High,Positive,40,34,6,17
STK-0001718,LG-000306,Contractor,Stakeholder Group 4 (Chhindwara),High,Positive,8,6,2,5
STK-0001719,LG-000306,Village Administration,Stakeholder Group 5 (Chhindwara),High,Positive,17,14,3,18
STK-0001720,LG-000306,Village Administration,Stakeholder Group 6 (Chhindwara),High,Positive,10,8,2,13
STK-0001721,LG-000307,Landowner,Stakeholder Group 1 (Damoh),High,Positive,42,35,7,13
STK-0001722,LG-000307,Landowner,Stakeholder Group 2 (Damoh),High,Positive,41,34,7,22
STK-0001723,LG-000307,Local Authority,Stakeholder Group 3 (Damoh),High,Positive,40,34,6,24
STK-0001724,LG-000307,Landowner,Stakeholder Group 4 (Damoh),High,Positive,13,11,2,10
STK-0001725,LG-000307,Village Administration,Stakeholder Group 5 (Damoh),High,Positive,6,5,1,25
STK-0001726,LG-000307,Local Authority,Stakeholder Group 6 (Damoh),High,Positive,5,4,1,10
STK-0001727,LG-000307,Contractor,Stakeholder Group 7 (Damoh),High,Positive,48,40,8,11
STK-0001728,LG-000307,Village Administration,Stakeholder Group 8 (Damoh),High,Positive,32,27,5,25
STK-0001729,LG-000308,Contractor,Stakeholder Group 1 (Datia),High,Positive,6,5,1,16
STK-0001730,LG-000308,Village Administration,Stakeholder Group 2 (Datia),High,Positive,41,34,7,15
STK-0001731,LG-000308,Local Authority,Stakeholder Group 3 (Datia),High,Positive,33,28,5,19
STK-0001732,LG-000308,Contractor,Stakeholder Group 4 (Datia),High,Positive,34,28,6,17
STK-0001733,LG-000309,Landowner,Stakeholder Group 1 (Dewas),Low,Negative,17,6,11,64
STK-0001734,LG-000309,Village Administration,Stakeholder Group 2 (Dewas),Low,Negative,26,10,16,48
STK-0001735,LG-000309,Landowner,Stakeholder Group 3 (Dewas),Low,Negative,36,14,22,66
STK-0001736,LG-000310,Local Authority,Stakeholder Group 1 (Dhar),Low,Negative,20,8,12,63
STK-0001737,LG-000310,Local Authority,Stakeholder Group 2 (Dhar),Low,Negative,13,5,8,77
STK-0001738,LG-000310,District Administration,Stakeholder Group 3 (Dhar),Low,Negative,26,10,16,73
STK-0001739,LG-000310,Contractor,Stakeholder Group 4 (Dhar),Low,Negative,50,20,30,65
STK-0001740,LG-000311,Local Authority,Stakeholder Group 1 (Dindori),High,Positive,48,40,8,5
STK-0001741,LG-000311,District Administration,Stakeholder Group 2 (Dindori),High,Positive,14,11,3,15
STK-0001742,LG-000311,Contractor,Stakeholder Group 3 (Dindori),High,Positive,28,23,5,22
STK-0001743,LG-000311,Contractor,Stakeholder Group 4 (Dindori),High,Positive,10,8,2,23
STK-0001744,LG-000312,District Administration,Stakeholder Group 1 (Guna),Low,Negative,44,17,27,43
STK-0001745,LG-000312,Contractor,Stakeholder Group 2 (Guna),Low,Negative,35,14,21,62
STK-0001746,LG-000312,Village Administration,Stakeholder Group 3 (Guna),Low,Negative,39,15,24,48
STK-0001747,LG-000312,Local Authority,Stakeholder Group 4 (Guna),Low,Negative,8,3,5,77
STK-0001748,LG-000312,Landowner,Stakeholder Group 5 (Guna),Low,Negative,48,19,29,68
STK-0001749,LG-000312,Landowner,Stakeholder Group 6 (Guna),Low,Negative,22,8,14,40
STK-0001750,LG-000312,Local Authority,Stakeholder Group 7 (Guna),Low,Negative,15,6,9,50
STK-0001751,LG-000312,Contractor,Stakeholder Group 8 (Guna),Low,Negative,23,9,14,31
STK-0001752,LG-000313,Village Administration,Stakeholder Group 1 (Gwalior),High,Positive,5,4,1,9
STK-0001753,LG-000313,Contractor,Stakeholder Group 2 (Gwalior),High,Positive,18,15,3,20
STK-0001754,LG-000313,Local Authority,Stakeholder Group 3 (Gwalior),High,Positive,42,35,7,13
STK-0001755,LG-000313,Landowner,Stakeholder Group 4 (Gwalior),High,Positive,27,22,5,16
STK-0001756,LG-000313,Local Authority,Stakeholder Group 5 (Gwalior),High,Positive,21,17,4,16
STK-0001757,LG-000313,Village Administration,Stakeholder Group 6 (Gwalior),High,Positive,15,12,3,9
STK-0001758,LG-000314,Local Authority,Stakeholder Group 1 (Harda),Low,Negative,47,18,29,56
STK-0001759,LG-000314,Contractor,Stakeholder Group 2 (Harda),Low,Negative,28,11,17,59
STK-0001760,LG-000314,Local Authority,Stakeholder Group 3 (Harda),Low,Negative,17,6,11,53
STK-0001761,LG-000315,District Administration,Stakeholder Group 1 (Narmadapuram),High,Positive,13,11,2,19
STK-0001762,LG-000315,Village Administration,Stakeholder Group 2 (Narmadapuram),High,Positive,33,28,5,5
STK-0001763,LG-000315,Village Administration,Stakeholder Group 3 (Narmadapuram),High,Positive,32,27,5,22
STK-0001764,LG-000315,District Administration,Stakeholder Group 4 (Narmadapuram),High,Positive,28,23,5,25
STK-0001765,LG-000315,Contractor,Stakeholder Group 5 (Narmadapuram),High,Positive,50,42,8,7
STK-0001766,LG-000315,Local Authority,Stakeholder Group 6 (Narmadapuram),High,Positive,47,39,8,6
STK-0001767,LG-000316,Contractor,Stakeholder Group 1 (Indore),High,Positive,48,40,8,23
STK-0001768,LG-000316,Contractor,Stakeholder Group 2 (Indore),High,Positive,36,30,6,23
STK-0001769,LG-000316,Landowner,Stakeholder Group 3 (Indore),High,Positive,11,9,2,24
STK-0001770,LG-000316,Village Administration,Stakeholder Group 4 (Indore),High,Positive,43,36,7,9
STK-0001771,LG-000317,Local Authority,Stakeholder Group 1 (Jabalpur),High,Positive,22,18,4,8
STK-0001772,LG-000317,District Administration,Stakeholder Group 2 (Jabalpur),High,Positive,13,11,2,18
STK-0001773,LG-000317,Landowner,Stakeholder Group 3 (Jabalpur),High,Positive,41,34,7,10
STK-0001774,LG-000317,Local Authority,Stakeholder Group 4 (Jabalpur),High,Positive,28,23,5,17
STK-0001775,LG-000318,Local Authority,Stakeholder Group 1 (Jhabua),High,Positive,8,6,2,7
STK-0001776,LG-000318,Local Authority,Stakeholder Group 2 (Jhabua),High,Positive,46,39,7,7
STK-0001777,LG-000318,Contractor,Stakeholder Group 3 (Jhabua),High,Positive,19,16,3,23
STK-0001778,LG-000318,Village Administration,Stakeholder Group 4 (Jhabua),High,Positive,34,28,6,13
STK-0001779,LG-000318,Landowner,Stakeholder Group 5 (Jhabua),High,Positive,45,38,7,19
STK-0001780,LG-000318,Village Administration,Stakeholder Group 6 (Jhabua),High,Positive,21,17,4,9
STK-0001781,LG-000318,Contractor,Stakeholder Group 7 (Jhabua),High,Positive,47,39,8,15
STK-0001782,LG-000319,Village Administration,Stakeholder Group 1 (Katni),High,Positive,44,37,7,19
STK-0001783,LG-000319,District Administration,Stakeholder Group 2 (Katni),High,Positive,18,15,3,6
STK-0001784,LG-000319,Landowner,Stakeholder Group 3 (Katni),High,Positive,10,8,2,11
STK-0001785,LG-000319,Landowner,Stakeholder Group 4 (Katni),High,Positive,38,32,6,5
STK-0001786,LG-000319,Landowner,Stakeholder Group 5 (Katni),High,Positive,30,25,5,24
STK-0001787,LG-000320,Local Authority,Stakeholder Group 1 (Khandwa),High,Positive,38,32,6,25
STK-0001788,LG-000320,Contractor,Stakeholder Group 2 (Khandwa),High,Positive,17,14,3,21
STK-0001789,LG-000320,Contractor,Stakeholder Group 3 (Khandwa),High,Positive,28,23,5,22
STK-0001790,LG-000320,Landowner,Stakeholder Group 4 (Khandwa),High,Positive,31,26,5,7
STK-0001791,LG-000321,Contractor,Stakeholder Group 1 (Khargone),High,Positive,21,17,4,22
STK-0001792,LG-000321,Local Authority,Stakeholder Group 2 (Khargone),High,Positive,25,21,4,23
STK-0001793,LG-000321,District Administration,Stakeholder Group 3 (Khargone),High,Positive,24,20,4,11
STK-0001794,LG-000321,Contractor,Stakeholder Group 4 (Khargone),High,Positive,44,37,7,17
STK-0001795,LG-000321,Landowner,Stakeholder Group 5 (Khargone),High,Positive,15,12,3,5
STK-0001796,LG-000322,Village Administration,Stakeholder Group 1 (Mandla),Low,Negative,31,12,19,53
STK-0001797,LG-000322,Local Authority,Stakeholder Group 2 (Mandla),Low,Negative,33,13,20,90
STK-0001798,LG-000322,Contractor,Stakeholder Group 3 (Mandla),Low,Negative,44,17,27,56
STK-0001799,LG-000322,Contractor,Stakeholder Group 4 (Mandla),Low,Negative,12,4,8,71
STK-0001800,LG-000323,Village Administration,Stakeholder Group 1 (Mandsaur),Low,Negative,48,19,29,42
STK-0001801,LG-000323,District Administration,Stakeholder Group 2 (Mandsaur),Low,Negative,41,16,25,49
STK-0001802,LG-000323,Local Authority,Stakeholder Group 3 (Mandsaur),Low,Negative,50,20,30,73
STK-0001803,LG-000323,District Administration,Stakeholder Group 4 (Mandsaur),Low,Negative,8,3,5,63
STK-0001804,LG-000323,Village Administration,Stakeholder Group 5 (Mandsaur),Low,Negative,35,14,21,47
STK-0001805,LG-000323,District Administration,Stakeholder Group 6 (Mandsaur),Low,Negative,5,2,3,83
STK-0001806,LG-000323,Landowner,Stakeholder Group 7 (Mandsaur),Low,Negative,34,13,21,59
STK-0001807,LG-000324,District Administration,Stakeholder Group 1 (Morena),Low,Negative,28,11,17,78
STK-0001808,LG-000324,District Administration,Stakeholder Group 2 (Morena),Low,Negative,13,5,8,62
STK-0001809,LG-000324,Village Administration,Stakeholder Group 3 (Morena),Low,Negative,41,16,25,67
STK-0001810,LG-000324,Village Administration,Stakeholder Group 4 (Morena),Low,Negative,24,9,15,51
STK-0001811,LG-000324,Contractor,Stakeholder Group 5 (Morena),Low,Negative,41,16,25,41
STK-0001812,LG-000324,Contractor,Stakeholder Group 6 (Morena),Low,Negative,19,7,12,48
STK-0001813,LG-000325,District Administration,Stakeholder Group 1 (Narsinghpur),High,Positive,23,19,4,24
STK-0001814,LG-000325,Local Authority,Stakeholder Group 2 (Narsinghpur),High,Positive,42,35,7,9
STK-0001815,LG-000325,District Administration,Stakeholder Group 3 (Narsinghpur),High,Positive,36,30,6,17
STK-0001816,LG-000325,Contractor,Stakeholder Group 4 (Narsinghpur),High,Positive,47,39,8,10
STK-0001817,LG-000326,Local Authority,Stakeholder Group 1 (Neemuch),Low,Negative,29,11,18,62
STK-0001818,LG-000326,Village Administration,Stakeholder Group 2 (Neemuch),Low,Negative,49,19,30,32
STK-0001819,LG-000326,Landowner,Stakeholder Group 3 (Neemuch),Low,Negative,12,4,8,76
STK-0001820,LG-000326,Landowner,Stakeholder Group 4 (Neemuch),Low,Negative,31,12,19,90
STK-0001821,LG-000327,Landowner,Stakeholder Group 1 (Niwari),Low,Negative,7,2,5,44
STK-0001822,LG-000327,Village Administration,Stakeholder Group 2 (Niwari),Low,Negative,9,3,6,47
STK-0001823,LG-000327,Contractor,Stakeholder Group 3 (Niwari),Low,Negative,40,16,24,86
STK-0001824,LG-000327,Village Administration,Stakeholder Group 4 (Niwari),Low,Negative,23,9,14,38
STK-0001825,LG-000327,District Administration,Stakeholder Group 5 (Niwari),Low,Negative,36,14,22,79
STK-0001826,LG-000327,Local Authority,Stakeholder Group 6 (Niwari),Low,Negative,42,16,26,82
STK-0001827,LG-000327,District Administration,Stakeholder Group 7 (Niwari),Low,Negative,18,7,11,39
STK-0001828,LG-000327,Landowner,Stakeholder Group 8 (Niwari),Low,Negative,24,9,15,48
STK-0001829,LG-000328,Village Administration,Stakeholder Group 1 (Panna),Low,Negative,41,16,25,78
STK-0001830,LG-000328,Contractor,Stakeholder Group 2 (Panna),Low,Negative,7,2,5,43
STK-0001831,LG-000328,Local Authority,Stakeholder Group 3 (Panna),Low,Negative,19,7,12,54
STK-0001832,LG-000329,Landowner,Stakeholder Group 1 (Raisen),Low,Negative,28,11,17,60
STK-0001833,LG-000329,Landowner,Stakeholder Group 2 (Raisen),Low,Negative,46,18,28,41
STK-0001834,LG-000329,Contractor,Stakeholder Group 3 (Raisen),Low,Negative,44,17,27,72
STK-0001835,LG-000329,District Administration,Stakeholder Group 4 (Raisen),Low,Negative,15,6,9,64
STK-0001836,LG-000329,Contractor,Stakeholder Group 5 (Raisen),Low,Negative,39,15,24,36
STK-0001837,LG-000329,Village Administration,Stakeholder Group 6 (Raisen),Low,Negative,20,8,12,71
STK-0001838,LG-000329,Local Authority,Stakeholder Group 7 (Raisen),Low,Negative,16,6,10,60
