compensation_id,project_id,total_estimated_amount,total_approved_amount,total_disbursed_amount,total_pending_amount,beneficiaries_total,beneficiaries_paid,beneficiaries_pending,average_processing_days,payment_status,compensation_dispute_count
COMP-001172,LG-001172,26350642741.05,26350642741.05,24946522344.83,1404120396.22,3657,3462,195,57,Partially Completed,0
COMP-001173,LG-001173,24680581307.13,24680581307.13,22076016286.97,2604565020.16,819,732,87,18,Partially Completed,0
COMP-001174,LG-001174,19036271193.56,19036271193.56,17284228142.66,1752043050.9,1137,1032,105,55,Partially Completed,2
COMP-001175,LG-001175,24349377660.64,21914439894.58,12052941942.02,9861497952.56,3902,2146,1756,171,Partially Completed,7
COMP-001176,LG-001176,11515072510.27,10363565259.24,5699960892.58,4663604366.66,1971,1084,887,78,Partially Completed,8
COMP-001177,LG-001177,17840205408.55,17840205408.55,16055822608.97,1784382799.58,3682,3313,369,27,Partially Completed,2
COMP-001178,LG-001178,25889592031.61,25889592031.61,25549827708.98,339764322.63,2696,2660,36,42,Partially Completed,2
COMP-001179,LG-001179,41228835157.41,41228835157.41,39170152070.29,2058683087.12,1963,1864,99,56,Partially Completed,2
COMP-001180,LG-001180,3744402752.98,3182742340.03,1336751782.81,1845990557.22,3866,1623,2243,69,In Progress,21
COMP-001181,LG-001181,22025742089.91,18721880776.42,7863189926.1,10858690850.32,523,219,304,68,In Progress,21
COMP-001182,LG-001182,26874997152.1,22843747579.28,9594373983.3,13249373595.98,4623,1941,2682,74,In Progress,22
COMP-001183,LG-001183,11211621871.75,11211621871.75,10694757965.46,516863906.29,392,373,19,17,Partially Completed,2
COMP-001184,LG-001184,18707583688.34,18707583688.34,15911693465.31,2795890223.03,2902,2468,434,39,Partially Completed,2
COMP-001185,LG-001185,34678099333.45,34678099333.45,30367032004.05,4311067329.4,3443,3014,429,51,Partially Completed,3
COMP-001186,LG-001186,8967175803.77,8070458223.39,4438752022.86,3631706200.53,2996,1647,1349,94,Partially Completed,11
COMP-001187,LG-001187,24816941117.68,24816941117.68,22890964112.38,1925977005.3,2231,2057,174,52,Partially Completed,0
COMP-001188,LG-001188,19890598816.25,19890598816.25,19147567552.51,743031263.74,2819,2713,106,38,Partially Completed,2
COMP-001189,LG-001189,14303115814.43,14303115814.43,12568419437.93,1734696376.5,1301,1143,158,16,Partially Completed,0
COMP-001190,LG-001190,4914463107.15,4914463107.15,4486305917.83,428157189.32,2510,2291,219,48,Partially Completed,3
COMP-001191,LG-001191,20837562666.0,18753806399.4,10314593519.67,8439212879.73,4616,2538,2078,60,Partially Completed,10
COMP-001192,LG-001192,21605987375.12,21605987375.12,19284519051.96,2321468323.16,4333,3867,466,21,Partially Completed,0
COMP-001193,LG-001193,17238243257.32,17238243257.32,15854846118.02,1383397139.3,1662,1528,134,46,Partially Completed,3
COMP-001194,LG-001194,29297871251.41,29297871251.41,25322482223.03,3975389028.38,3881,3354,527,55,Partially Completed,2
COMP-001195,LG-001195,19747339085.98,19747339085.98,17472057212.06,2275281873.92,2491,2203,288,36,Partially Completed,0
COMP-001196,LG-001196,4803975132.37,4803975132.37,4202842805.35,601132327.02,2460,2152,308,15,Partially Completed,2
COMP-001197,LG-001197,12270029746.77,11043026772.09,6073664724.65,4969362047.44,4402,2421,1981,173,Partially Completed,12
COMP-001198,LG-001198,31127741543.04,31127741543.04,30271628115.72,856113427.32,2097,2039,58,23,Partially Completed,3
COMP-001199,LG-001199,23272020345.81,23272020345.81,20877317703.52,2394702642.29,1001,897,104,51,Partially Completed,1
COMP-001200,LG-001200,9630059788.0,9630059788.0,9222053074.75,408006713.25,98,93,5,47,Partially Completed,2
