approval_id,project_id,approval_type,submission_date,approval_date,approval_status,responsible_authority,delay_days
APP-0002243,LG-000426,Environmental Clearance,2022-10-13,2022-11-26,Approved,District Collectorate,7
APP-0002244,LG-000427,Administrative Approval,2023-11-22,,In Review,State Cabinet,49
APP-0002245,LG-000427,Environmental Clearance,2023-12-12,,Submitted,District Collectorate,60
APP-0002246,LG-000427,Land Acquisition Approval,2023-11-07,2024-01-16,Approved,State Cabinet,13
APP-0002247,LG-000427,Financial Approval,2023-12-26,2024-02-18,Approved,State Cabinet,4
APP-0002248,LG-000427,Government Notification,2023-11-10,2023-12-11,Approved,Finance Ministry,12
APP-0002249,LG-000428,Administrative Approval,2022-10-15,,Conditionally Approved,Finance Ministry,128
APP-0002250,LG-000428,Environmental Clearance,2022-10-06,,Submitted,State Cabinet,35
APP-0002251,LG-000428,Land Acquisition Approval,2022-10-02,,Submitted,Finance Ministry,99
APP-0002252,LG-000429,Administrative Approval,2018-06-16,,Conditionally Approved,District Collectorate,113
APP-0002253,LG-000429,Environmental Clearance,2018-06-07,2018-08-10,Approved,MoEFCC,0
APP-0002254,LG-000429,Land Acquisition Approval,2018-05-21,,Submitted,MoEFCC,65
APP-0002255,LG-000429,Financial Approval,2018-03-21,2018-04-26,Approved,Finance Ministry,8
APP-0002256,LG-000429,Government Notification,2018-06-10,,Conditionally Approved,MoEFCC,44
APP-0002257,LG-000430,Administrative Approval,2021-12-07,,In Review,MoEFCC,130
APP-0002258,LG-000430,Environmental Clearance,2021-12-20,2022-04-03,Approved,District Collectorate,1
APP-0002259,LG-000430,Land Acquisition Approval,2021-12-21,,In Review,Finance Ministry,56
APP-0002260,LG-000431,Administrative Approval,2023-02-04,2023-04-23,Approved,Finance Ministry,14
APP-0002261,LG-000431,Environmental Clearance,2022-11-20,2023-03-01,Approved,MoEFCC,12
APP-0002262,LG-000431,Land Acquisition Approval,2022-11-26,2023-01-03,Approved,Finance Ministry,0
APP-0002263,LG-000432,Administrative Approval,2024-12-26,2025-03-28,Approved,District Collectorate,4
APP-0002264,LG-000432,Environmental Clearance,2024-10-10,2025-02-04,Approved,District Collectorate,12
APP-0002265,LG-000432,Land Acquisition Approval,2025-01-01,2025-03-16,Approved,Finance Ministry,12
APP-0002266,LG-000432,Financial Approval,2024-10-21,2025-02-01,Approved,State Cabinet,2
APP-0002267,LG-000433,Administrative Approval,2018-09-09,2018-10-21,Approved,District Collectorate,10
APP-0002268,LG-000433,Environmental Clearance,2018-09-15,,Submitted,State Cabinet,144
APP-0002269,LG-000433,Land Acquisition Approval,2018-10-09,2018-11-25,Approved,State Cabinet,7
APP-0002270,LG-000433,Financial Approval,2018-07-31,2018-11-10,Approved,Finance Ministry,4
APP-0002271,LG-000434,Administrative Approval,2021-12-22,2022-03-18,Approved,State Cabinet,14
APP-0002272,LG-000434,Environmental Clearance,2021-12-09,2022-03-18,Approved,MoEFCC,7
APP-0002273,LG-000434,Land Acquisition Approval,2021-12-27,,Conditionally Approved,MoEFCC,138
APP-0002274,LG-000434,Financial Approval,2022-01-14,,In Review,MoEFCC,106
APP-0002275,LG-000434,Government Notification,2021-11-17,2022-01-05,Approved,District Collectorate,1
APP-0002276,LG-000434,Administrative Approval,2022-01-05,2022-04-20,Approved,Finance Ministry,10
APP-0002277,LG-000435,Administrative Approval,2019-10-14,2020-01-13,Approved,State Cabinet,10
APP-0002278,LG-000435,Environmental Clearance,2019-09-01,2019-11-13,Approved,Finance Ministry,12
APP-0002279,LG-000435,Land Acquisition Approval,2019-11-03,2020-02-17,Approved,MoEFCC,0
APP-0002280,LG-000435,Financial Approval,2019-08-21,2019-11-21,Approved,Finance Ministry,9
APP-0002281,LG-000435,Government Notification,2019-10-23,2020-01-16,Approved,Finance Ministry,7
APP-0002282,LG-000435,Administrative Approval,2019-09-25,2020-01-17,Approved,District Collectorate,5
APP-0002283,LG-000436,Administrative Approval,2024-04-09,2024-05-11,Approved,Finance Ministry,13
APP-0002284,LG-000436,Environmental Clearance,2024-04-17,2024-05-31,Approved,District Collectorate,13
APP-0002285,LG-000436,Land Acquisition Approval,2024-05-10,2024-08-18,Approved,MoEFCC,13
APP-0002286,LG-000436,Financial Approval,2024-03-28,2024-07-05,Approved,MoEFCC,10
APP-0002287,LG-000436,Government Notification,2024-05-17,2024-07-19,Approved,MoEFCC,4
APP-0002288,LG-000437,Administrative Approval,2022-08-30,2022-12-02,Approved,MoEFCC,12
APP-0002289,LG-000437,Environmental Clearance,2022-09-01,2022-12-02,Approved,State Cabinet,9
APP-0002290,LG-000437,Land Acquisition Approval,2022-11-02,2022-12-13,Approved,Finance Ministry,2
APP-0002291,LG-000437,Financial Approval,2022-09-05,2022-11-30,Approved,Finance Ministry,3
APP-0002292,LG-000437,Government Notification,2022-11-04,2023-01-08,Approved,District Collectorate,1
APP-0002293,LG-000437,Administrative Approval,2022-09-23,2022-12-05,Approved,MoEFCC,10
APP-0002294,LG-000437,Environmental Clearance,2022-10-19,2022-12-08,Approved,Finance Ministry,3
APP-0002295,LG-000438,Administrative Approval,2021-07-26,2021-11-14,Approved,District Collectorate,0
APP-0002296,LG-000438,Environmental Clearance,2021-06-18,2021-10-02,Approved,District Collectorate,13
APP-0002297,LG-000438,Land Acquisition Approval,2021-08-15,,In Review,District Collectorate,39
APP-0002298,LG-000438,Financial Approval,2021-06-02,2021-08-21,Approved,MoEFCC,4
APP-0002299,LG-000438,Government Notification,2021-07-31,,Conditionally Approved,District Collectorate,61
APP-0002300,LG-000438,Administrative Approval,2021-06-25,,Conditionally Approved,MoEFCC,79
APP-0002301,LG-000438,Environmental Clearance,2021-07-18,2021-11-11,Approved,State Cabinet,8
APP-0002302,LG-000438,Land Acquisition Approval,2021-07-27,2021-10-27,Approved,MoEFCC,12
APP-0002303,LG-000439,Administrative Approval,2021-07-05,2021-08-07,Approved,MoEFCC,13
APP-0002304,LG-000439,Environmental Clearance,2021-06-27,2021-09-25,Approved,State Cabinet,4
APP-0002305,LG-000439,Land Acquisition Approval,2021-06-08,2021-09-03,Approved,Finance Ministry,2
APP-0002306,LG-000439,Financial Approval,2021-06-15,2021-09-28,Approved,MoEFCC,6
APP-0002307,LG-000439,Government Notification,2021-07-11,2021-08-11,Approved,Finance Ministry,12
APP-0002308,LG-000439,Administrative Approval,2021-07-09,2021-10-19,Approved,District Collectorate,4
APP-0002309,LG-000439,Environmental Clearance,2021-08-15,2021-11-03,Approved,Finance Ministry,13
APP-0002310,LG-000439,Land Acquisition Approval,2021-06-21,2021-10-03,Approved,MoEFCC,0
APP-0002311,LG-000440,Administrative Approval,2019-12-02,2020-01-12,Approved,State Cabinet,3
APP-0002312,LG-000440,Environmental Clearance,2019-11-26,2020-01-08,Approved,District Collectorate,8
APP-0002313,LG-000440,Land Acquisition Approval,2019-12-04,2020-01-30,Approved,MoEFCC,0
APP-0002314,LG-000440,Financial Approval,2019-12-16,2020-03-22,Approved,State Cabinet,12
APP-0002315,LG-000440,Government Notification,2020-01-30,2020-04-18,Approved,District Collectorate,3
APP-0002316,LG-000440,Administrative Approval,2020-01-11,2020-04-26,Approved,District Collectorate,1
APP-0002317,LG-000441,Administrative Approval,2024-12-11,2025-02-23,Approved,MoEFCC,5
APP-0002318,LG-000441,Environmental Clearance,2024-10-04,2025-01-12,Approved,State Cabinet,5
APP-0002319,LG-000441,Land Acquisition Approval,2024-11-18,,Submitted,MoEFCC,104
APP-0002320,LG-000441,Financial Approval,2024-10-31,2025-02-27,Approved,District Collectorate,8
APP-0002321,LG-000442,Administrative Approval,2021-10-19,,Submitted,MoEFCC,70
APP-0002322,LG-000442,Environmental Clearance,2021-11-17,2021-12-26,Approved,State Cabinet,8
APP-0002323,LG-000442,Land Acquisition Approval,2021-09-09,,Submitted,State Cabinet,78
APP-0002324,LG-000442,Financial Approval,2021-10-16,,Submitted,MoEFCC,71
APP-0002325,LG-000443,Administrative Approval,2023-12-24,,Submitted,District Collectorate,52
APP-0002326,LG-000443,Environmental Clearance,2024-01-13,,Submitted,Finance Ministry,82
APP-0002327,LG-000443,Land Acquisition Approval,2024-02-11,2024-05-30,Approved,District Collectorate,2
APP-0002328,LG-000444,Administrative Approval,2023-12-14,,Submitted,District Collectorate,63
APP-0002329,LG-000444,Environmental Clearance,2024-01-01,2024-02-26,Approved,State Cabinet,3
APP-0002330,LG-000444,Land Acquisition Approval,2024-01-29,,Submitted,State Cabinet,33
APP-0002331,LG-000444,Financial Approval,2024-02-02,2024-05-05,Approved,State Cabinet,9
APP-0002332,LG-000444,Government Notification,2023-11-23,2024-03-11,Approved,State Cabinet,8
APP-0002333,LG-000444,Administrative Approval,2023-11-26,2024-02-08,Approved,MoEFCC,6
APP-0002334,LG-000444,Environmental Clearance,2024-01-03,2024-03-04,Approved,MoEFCC,0
APP-0002335,LG-000445,Administrative Approval,2023-06-08,,Submitted,District Collectorate,33
APP-0002336,LG-000445,Environmental Clearance,2023-08-15,2023-09-25,Approved,District Collectorate,14
APP-0002337,LG-000445,Land Acquisition Approval,2023-06-23,,Conditionally Approved,District Collectorate,136
APP-0002338,LG-000445,Financial Approval,2023-08-04,,In Review,District Collectorate,145
APP-0002339,LG-000446,Administrative Approval,2024-05-03,,In Review,State Cabinet,87
APP-0002340,LG-000446,Environmental Clearance,2024-04-08,2024-06-15,Approved,MoEFCC,14
APP-0002341,LG-000446,Land Acquisition Approval,2024-04-12,,Submitted,State Cabinet,67
APP-0002342,LG-000446,Financial Approval,2024-06-07,,In Review,District Collectorate,39
APP-0002343,LG-000446,Government Notification,2024-06-04,2024-09-15,Approved,District Collectorate,9
APP-0002344,LG-000446,Administrative Approval,2024-06-25,,Submitted,MoEFCC,48
APP-0002345,LG-000446,Environmental Clearance,2024-05-09,,Conditionally Approved,MoEFCC,132
APP-0002346,LG-000446,Land Acquisition Approval,2024-06-13,,In Review,District Collectorate,77
APP-0002347,LG-000447,Administrative Approval,2018-04-02,,In Review,MoEFCC,91
APP-0002348,LG-000447,Environmental Clearance,2018-04-26,,In Review,State Cabinet,102
APP-0002349,LG-000447,Land Acquisition Approval,2018-04-04,2018-07-29,Approved,MoEFCC,13
APP-0002350,LG-000447,Financial Approval,2018-05-09,2018-07-11,Approved,MoEFCC,7
APP-0002351,LG-000447,Government Notification,2018-05-07,2018-07-05,Approved,Finance Ministry,9
APP-0002352,LG-000447,Administrative Approval,2018-04-22,,Submitted,MoEFCC,149
APP-0002353,LG-000448,Administrative Approval,2020-04-17,,Submitted,Finance Ministry,104
APP-0002354,LG-000448,Environmental Clearance,2020-04-30,2020-06-05,Approved,Finance Ministry,13
APP-0002355,LG-000448,Land Acquisition Approval,2020-05-23,2020-06-25,Approved,MoEFCC,3
APP-0002356,LG-000448,Financial Approval,2020-05-15,2020-08-21,Approved,State Cabinet,11
APP-0002357,LG-000448,Government Notification,2020-03-19,2020-04-20,Approved,District Collectorate,2
APP-0002358,LG-000448,Administrative Approval,2020-06-09,2020-08-29,Approved,Finance Ministry,6
APP-0002359,LG-000448,Environmental Clearance,2020-04-30,2020-08-15,Approved,MoEFCC,11
APP-0002360,LG-000449,Administrative Approval,2018-05-02,2018-07-07,Approved,State Cabinet,2
APP-0002361,LG-000449,Environmental Clearance,2018-04-03,,Conditionally Approved,State Cabinet,138
APP-0002362,LG-000449,Land Acquisition Approval,2018-04-07,,Conditionally Approved,MoEFCC,87
APP-0002363,LG-000450,Administrative Approval,2021-03-03,,Submitted,Finance Ministry,58
APP-0002364,LG-000450,Environmental Clearance,2021-04-02,2021-06-15,Approved,State Cabinet,6
APP-0002365,LG-000450,Land Acquisition Approval,2021-02-27,,In Review,District Collectorate,30
APP-0002366,LG-000450,Financial Approval,2021-02-07,,Conditionally Approved,MoEFCC,34
APP-0002367,LG-000450,Government Notification,2021-02-04,,Conditionally Approved,Finance Ministry,57
APP-0002368,LG-000451,Administrative Approval,2020-06-25,,Submitted,State Cabinet,61
APP-0002369,LG-000451,Environmental Clearance,2020-06-12,,Submitted,State Cabinet,32
APP-0002370,LG-000451,Land Acquisition Approval,2020-06-25,,Conditionally Approved,District Collectorate,64
APP-0002371,LG-000451,Financial Approval,2020-05-13,,Conditionally Approved,Finance Ministry,63
APP-0002372,LG-000452,Administrative Approval,2019-07-19,2019-10-24,Approved,MoEFCC,4
APP-0002373,LG-000452,Environmental Clearance,2019-09-01,2019-12-17,Approved,State Cabinet,5
APP-0002374,LG-000452,Land Acquisition Approval,2019-07-27,2019-09-10,Approved,MoEFCC,8
APP-0002375,LG-000452,Financial Approval,2019-07-11,2019-10-13,Approved,Finance Ministry,2
APP-0002376,LG-000452,Government Notification,2019-07-02,2019-10-05,Approved,MoEFCC,7
APP-0002377,LG-000452,Administrative Approval,2019-06-10,,Conditionally Approved,District Collectorate,144
APP-0002378,LG-000453,Administrative Approval,2025-02-08,2025-03-11,Approved,MoEFCC,13
APP-0002379,LG-000453,Environmental Clearance,2025-01-30,,Submitted,MoEFCC,146
APP-0002380,LG-000453,Land Acquisition Approval,2025-02-09,2025-04-27,Approved,State Cabinet,3
APP-0002381,LG-000453,Financial Approval,2025-03-16,2025-06-09,Approved,Finance Ministry,9
APP-0002382,LG-000453,Government Notification,2025-01-15,2025-02-17,Approved,MoEFCC,11
APP-0002383,LG-000453,Administrative Approval,2025-02-20,2025-04-19,Approved,State Cabinet,5
APP-0002384,LG-000453,Environmental Clearance,2025-02-11,2025-05-16,Approved,MoEFCC,5
APP-0002385,LG-000453,Land Acquisition Approval,2025-01-03,2025-02-05,Approved,State Cabinet,2
APP-0002386,LG-000454,Administrative Approval,2019-12-29,,Conditionally Approved,Finance Ministry,149
APP-0002387,LG-000454,Environmental Clearance,2019-12-02,2020-01-02,Approved,MoEFCC,10
APP-0002388,LG-000454,Land Acquisition Approval,2019-12-26,2020-04-22,Approved,State Cabinet,12
APP-0002389,LG-000454,Financial Approval,2019-12-09,2020-04-04,Approved,State Cabinet,6
APP-0002390,LG-000454,Government Notification,2019-11-21,2020-02-23,Approved,State Cabinet,6
APP-0002391,LG-000455,Administrative Approval,2019-08-31,2019-10-05,Approved,District Collectorate,11
APP-0002392,LG-000455,Environmental Clearance,2019-08-07,,Conditionally Approved,District Collectorate,48
APP-0002393,LG-000455,Land Acquisition Approval,2019-09-30,2020-01-16,Approved,MoEFCC,0
APP-0002394,LG-000456,Administrative Approval,2023-01-08,2023-04-25,Approved,Finance Ministry,11
APP-0002395,LG-000456,Environmental Clearance,2022-12-15,2023-04-01,Approved,State Cabinet,15
APP-0002396,LG-000456,Land Acquisition Approval,2023-01-02,2023-03-27,Approved,State Cabinet,4
APP-0002397,LG-000457,Administrative Approval,2021-07-07,2021-10-05,Approved,District Collectorate,3
APP-0002398,LG-000457,Environmental Clearance,2021-05-19,,In Review,MoEFCC,68
APP-0002399,LG-000457,Land Acquisition Approval,2021-07-06,2021-09-10,Approved,MoEFCC,14
APP-0002400,LG-000457,Financial Approval,2021-06-09,,Conditionally Approved,Finance Ministry,121
APP-0002401,LG-000457,Government Notification,2021-07-24,,Submitted,District Collectorate,38
APP-0002402,LG-000457,Administrative Approval,2021-07-31,,Conditionally Approved,Finance Ministry,139
APP-0002403,LG-000458,Administrative Approval,2019-01-05,2019-04-26,Approved,MoEFCC,3
APP-0002404,LG-000458,Environmental Clearance,2019-01-09,2019-03-09,Approved,MoEFCC,8
APP-0002405,LG-000458,Land Acquisition Approval,2019-01-23,2019-04-18,Approved,District Collectorate,15
APP-0002406,LG-000458,Financial Approval,2019-02-28,,Submitted,Finance Ministry,150
APP-0002407,LG-000458,Government Notification,2019-01-03,2019-03-01,Approved,State Cabinet,4
APP-0002408,LG-000458,Administrative Approval,2019-02-05,2019-05-16,Approved,Finance Ministry,10
APP-0002409,LG-000459,Administrative Approval,2025-01-20,2025-03-08,Approved,State Cabinet,14
APP-0002410,LG-000459,Environmental Clearance,2024-12-10,,Conditionally Approved,MoEFCC,99
APP-0002411,LG-000459,Land Acquisition Approval,2024-12-24,,Submitted,District Collectorate,38
APP-0002412,LG-000460,Administrative Approval,2022-09-23,2023-01-10,Approved,District Collectorate,1
APP-0002413,LG-000460,Environmental Clearance,2022-11-12,2023-01-21,Approved,District Collectorate,15
APP-0002414,LG-000460,Land Acquisition Approval,2022-10-04,2022-11-21,Approved,Finance Ministry,11
APP-0002415,LG-000461,Administrative Approval,2019-09-30,2020-01-22,Approved,Finance Ministry,14
APP-0002416,LG-000461,Environmental Clearance,2019-10-13,2019-11-25,Approved,MoEFCC,10
APP-0002417,LG-000461,Land Acquisition Approval,2019-08-05,2019-09-17,Approved,District Collectorate,4
APP-0002418,LG-000461,Financial Approval,2019-09-22,,Conditionally Approved,District Collectorate,46
APP-0002419,LG-000461,Government Notification,2019-09-13,2019-11-01,Approved,Finance Ministry,3
APP-0002420,LG-000461,Administrative Approval,2019-10-17,2020-01-30,Approved,Finance Ministry,1
APP-0002421,LG-000462,Administrative Approval,2019-11-02,,In Review,District Collectorate,107
APP-0002422,LG-000462,Environmental Clearance,2019-10-16,2020-01-14,Approved,Finance Ministry,13
APP-0002423,LG-000462,Land Acquisition Approval,2019-10-01,2020-01-05,Approved,Finance Ministry,13
APP-0002424,LG-000462,Financial Approval,2019-10-04,2019-12-24,Approved,MoEFCC,10
APP-0002425,LG-000462,Government Notification,2019-12-07,2020-03-12,Approved,Finance Ministry,10
APP-0002426,LG-000462,Administrative Approval,2019-11-21,2020-02-08,Approved,District Collectorate,4
APP-0002427,LG-000462,Environmental Clearance,2019-09-23,2019-11-16,Approved,MoEFCC,9
APP-0002428,LG-000463,Administrative Approval,2021-10-04,,Submitted,State Cabinet,87
APP-0002429,LG-000463,Environmental Clearance,2021-09-20,2021-11-24,Approved,MoEFCC,12
APP-0002430,LG-000463,Land Acquisition Approval,2021-09-02,2021-12-25,Approved,District Collectorate,15
