timeline_id,project_id,stage_name,planned_start_date,planned_end_date,actual_start_date,actual_end_date,stage_status,responsible_department,planned_duration_days,actual_duration_days,stage_delay_days
TL-0003612,LG-000329,Approval,2022-11-24,2023-01-14,,,Not Started,Environmental Cell,51,0,0
TL-0003613,LG-000329,Notification,2023-01-19,2023-03-31,,,Not Started,Irrigation Department,71,0,0
TL-0003614,LG-000329,Objection/Hearing,2023-04-05,2023-06-12,,,Not Started,R&R Authority,68,0,0
TL-0003615,LG-000329,Compensation,2023-06-17,2023-10-08,,,Not Started,Public Works Dept,113,0,0
TL-0003616,LG-000329,Legal Resolution,2023-10-13,2024-01-30,,,Not Started,R&R Authority,109,0,0
TL-0003617,LG-000329,R&R,2024-02-04,2024-05-28,,,Not Started,Public Works Dept,114,0,0
TL-0003618,LG-000329,Possession,2024-06-02,2024-09-25,,,Not Started,Environmental Cell,115,0,0
TL-0003619,LG-000329,Final Handover,2024-09-30,2024-12-17,,,Not Started,R&R Authority,78,0,0
TL-0003620,LG-000330,Land Identification,2020-09-11,2020-12-18,2020-09-11,2020-12-28,Completed,Environmental Cell,98,108,10
TL-0003621,LG-000330,Survey,2020-12-23,2021-02-02,2020-12-23,2021-02-04,Completed,Revenue Department,41,43,2
TL-0003622,LG-000330,Documentation,2021-02-07,2021-03-24,2021-02-07,2021-04-08,Completed,Environmental Cell,45,60,15
TL-0003623,LG-000330,Approval,2021-03-29,2021-05-05,2021-03-29,,In Progress,Finance Department,37,0,7
TL-0003624,LG-000330,Notification,2021-05-10,2021-06-13,,,Not Started,Legal Affairs,34,0,0
TL-0003625,LG-000330,Objection/Hearing,2021-06-18,2021-09-18,,,Not Started,Finance Department,92,0,0
TL-0003626,LG-000330,Compensation,2021-09-23,2021-11-10,,,Not Started,Finance Department,48,0,0
TL-0003627,LG-000330,Legal Resolution,2021-11-15,2022-01-31,,,Not Started,Public Works Dept,77,0,0
TL-0003628,LG-000330,R&R,2022-02-05,2022-04-04,,,Not Started,Public Works Dept,58,0,0
TL-0003629,LG-000330,Possession,2022-04-09,2022-07-30,,,Not Started,Legal Affairs,112,0,0
TL-0003630,LG-000330,Final Handover,2022-08-04,2022-10-26,,,Not Started,Legal Affairs,83,0,0
TL-0003631,LG-000331,Land Identification,2021-04-21,2021-08-04,2021-04-21,2021-09-18,Completed,Environmental Cell,105,150,45
TL-0003632,LG-000331,Survey,2021-08-09,2021-10-29,2021-08-09,2022-03-23,Completed,Land Records Cell,81,226,145
TL-0003633,LG-000331,Documentation,2021-11-03,2022-01-12,2021-11-03,2022-03-26,Completed,Environmental Cell,70,143,73
TL-0003634,LG-000331,Approval,2022-01-17,2022-03-18,2022-01-17,2022-07-05,Completed,Environmental Cell,60,169,109
TL-0003635,LG-000331,Notification,2022-03-23,2022-07-05,2022-03-23,2022-08-24,Completed,R&R Authority,104,154,50
TL-0003636,LG-000331,Objection/Hearing,2022-07-10,2022-10-25,2022-07-10,2023-02-07,Completed,Revenue Department,107,212,105
TL-0003637,LG-000331,Compensation,2022-10-30,2023-02-26,2022-10-30,2023-05-12,Completed,Land Records Cell,119,194,75
TL-0003638,LG-000331,Legal Resolution,2023-03-03,2023-06-17,2023-03-03,2023-10-05,Completed,Land Records Cell,106,216,110
TL-0003639,LG-000331,R&R,2023-06-22,2023-09-21,2023-06-22,,Delayed,Revenue Department,91,0,20
TL-0003640,LG-000331,Possession,2023-09-26,2023-11-09,,,Not Started,Legal Affairs,44,0,0
TL-0003641,LG-000331,Final Handover,2023-11-14,2024-02-29,,,Not Started,Land Records Cell,107,0,0
TL-0003642,LG-000332,Land Identification,2019-02-14,2019-04-19,2019-02-14,2019-05-03,Completed,Environmental Cell,64,78,14
TL-0003643,LG-000332,Survey,2019-04-24,2019-07-23,2019-04-24,2019-08-07,Completed,Public Works Dept,90,105,15
TL-0003644,LG-000332,Documentation,2019-07-28,2019-10-05,2019-07-28,,In Progress,Finance Department,69,0,5
TL-0003645,LG-000332,Approval,2019-10-10,2020-02-06,,,Not Started,Public Works Dept,119,0,0
TL-0003646,LG-000332,Notification,2020-02-11,2020-06-01,,,Not Started,Irrigation Department,111,0,0
TL-0003647,LG-000332,Objection/Hearing,2020-06-06,2020-08-29,,,Not Started,Legal Affairs,84,0,0
TL-0003648,LG-000332,Compensation,2020-09-03,2020-10-21,,,Not Started,R&R Authority,48,0,0
TL-0003649,LG-000332,Legal Resolution,2020-10-26,2021-01-25,,,Not Started,Irrigation Department,91,0,0
TL-0003650,LG-000332,R&R,2021-01-30,2021-05-19,,,Not Started,Public Works Dept,109,0,0
TL-0003651,LG-000332,Possession,2021-05-24,2021-08-05,,,Not Started,Land Records Cell,73,0,0
TL-0003652,LG-000332,Final Handover,2021-08-10,2021-11-27,,,Not Started,Land Records Cell,109,0,0
TL-0003653,LG-000333,Land Identification,2018-12-15,2019-01-18,2018-12-15,2019-04-29,Completed,Finance Department,34,135,101
TL-0003654,LG-000333,Survey,2019-01-23,2019-05-04,2019-01-23,,In Progress,Irrigation Department,101,0,29
TL-0003655,LG-000333,Documentation,2019-05-09,2019-07-04,,,Not Started,Public Works Dept,56,0,0
TL-0003656,LG-000333,Approval,2019-07-09,2019-10-25,,,Not Started,Legal Affairs,108,0,0
TL-0003657,LG-000333,Notification,2019-10-30,2020-02-19,,,Not Started,Finance Department,112,0,0
TL-0003658,LG-000333,Objection/Hearing,2020-02-24,2020-06-03,,,Not Started,Irrigation Department,100,0,0
TL-0003659,LG-000333,Compensation,2020-06-08,2020-09-02,,,Not Started,R&R Authority,86,0,0
TL-0003660,LG-000333,Legal Resolution,2020-09-07,2020-11-20,,,Not Started,Revenue Department,74,0,0
TL-0003661,LG-000333,R&R,2020-11-25,2021-02-06,,,Not Started,Irrigation Department,73,0,0
TL-0003662,LG-000333,Possession,2021-02-11,2021-05-15,,,Not Started,R&R Authority,93,0,0
TL-0003663,LG-000333,Final Handover,2021-05-20,2021-08-21,,,Not Started,Irrigation Department,93,0,0
TL-0003664,LG-000334,Land Identification,2019-03-27,2019-07-06,2019-03-27,2019-10-19,Completed,Irrigation Department,101,206,105
TL-0003665,LG-000334,Survey,2019-07-11,2019-10-04,2019-07-11,2020-01-25,Completed,Finance Department,85,198,113
TL-0003666,LG-000334,Documentation,2019-10-09,2019-12-22,2019-10-09,2020-05-15,Completed,Public Works Dept,74,219,145
TL-0003667,LG-000334,Approval,2019-12-27,2020-04-01,2019-12-27,2020-06-17,Completed,Finance Department,96,173,77
TL-0003668,LG-000334,Notification,2020-04-06,2020-06-02,2020-04-06,2020-08-30,Completed,Legal Affairs,57,146,89
TL-0003669,LG-000334,Objection/Hearing,2020-06-07,2020-09-17,2020-06-07,,Delayed,Finance Department,102,0,41
TL-0003670,LG-000334,Compensation,2020-09-22,2020-12-16,,,Not Started,R&R Authority,85,0,0
TL-0003671,LG-000334,Legal Resolution,2020-12-21,2021-01-28,,,Not Started,Land Records Cell,38,0,0
TL-0003672,LG-000334,R&R,2021-02-02,2021-05-31,,,Not Started,Public Works Dept,118,0,0
TL-0003673,LG-000334,Possession,2021-06-05,2021-07-18,,,Not Started,Finance Department,43,0,0
TL-0003674,LG-000334,Final Handover,2021-07-23,2021-10-10,,,Not Started,Land Records Cell,79,0,0
TL-0003675,LG-000335,Land Identification,2022-10-18,2022-11-19,2022-10-18,2022-12-30,Completed,Environmental Cell,32,73,41
TL-0003676,LG-000335,Survey,2022-11-24,2022-12-29,2022-11-24,2023-04-05,Completed,Revenue Department,35,132,97
TL-0003677,LG-000335,Documentation,2023-01-03,2023-03-23,2023-01-03,,In Progress,Finance Department,79,0,57
TL-0003678,LG-000335,Approval,2023-03-28,2023-05-23,,,Not Started,Legal Affairs,56,0,0
TL-0003679,LG-000335,Notification,2023-05-28,2023-09-02,,,Not Started,Revenue Department,97,0,0
TL-0003680,LG-000335,Objection/Hearing,2023-09-07,2023-10-09,,,Not Started,Land Records Cell,32,0,0
TL-0003681,LG-000335,Compensation,2023-10-14,2024-01-12,,,Not Started,Irrigation Department,90,0,0
TL-0003682,LG-000335,Legal Resolution,2024-01-17,2024-03-26,,,Not Started,Land Records Cell,69,0,0
TL-0003683,LG-000335,R&R,2024-03-31,2024-05-11,,,Not Started,Finance Department,41,0,0
TL-0003684,LG-000335,Possession,2024-05-16,2024-06-20,,,Not Started,Finance Department,35,0,0
TL-0003685,LG-000335,Final Handover,2024-06-25,2024-08-14,,,Not Started,Public Works Dept,50,0,0
TL-0003686,LG-000336,Land Identification,2019-11-01,2019-12-16,2019-11-01,2020-04-16,Completed,R&R Authority,45,167,122
TL-0003687,LG-000336,Survey,2019-12-21,2020-02-12,2019-12-21,2020-06-16,Completed,Public Works Dept,53,178,125
TL-0003688,LG-000336,Documentation,2020-02-17,2020-05-06,2020-02-17,2020-07-27,Completed,Legal Affairs,79,161,82
TL-0003689,LG-000336,Approval,2020-05-11,2020-08-03,2020-05-11,2020-11-10,Completed,Finance Department,84,183,99
TL-0003690,LG-000336,Notification,2020-08-08,2020-09-15,2020-08-08,2020-11-29,Completed,R&R Authority,38,113,75
TL-0003691,LG-000336,Objection/Hearing,2020-09-20,2020-12-24,2020-09-20,2021-05-09,Completed,Legal Affairs,95,231,136
TL-0003692,LG-000336,Compensation,2020-12-29,2021-03-26,2020-12-29,2021-06-08,Completed,Irrigation Department,87,161,74
TL-0003693,LG-000336,Legal Resolution,2021-03-31,2021-06-12,2021-03-31,2021-08-11,Completed,Environmental Cell,73,133,60
TL-0003694,LG-000336,R&R,2021-06-17,2021-08-26,2021-06-17,2022-01-09,Completed,Revenue Department,70,206,136
TL-0003695,LG-000336,Possession,2021-08-31,2021-12-08,2021-08-31,,In Progress,Public Works Dept,99,0,119
TL-0003696,LG-000336,Final Handover,2021-12-13,2022-02-07,,,Not Started,R&R Authority,56,0,0
TL-0003697,LG-000337,Land Identification,2024-10-20,2024-12-16,2024-10-20,2025-03-01,Completed,Revenue Department,57,132,75
TL-0003698,LG-000337,Survey,2024-12-21,2025-04-13,2024-12-21,2025-05-26,Completed,Irrigation Department,113,156,43
TL-0003699,LG-000337,Documentation,2025-04-18,2025-07-09,2025-04-18,2025-10-15,Completed,Irrigation Department,82,180,98
TL-0003700,LG-000337,Approval,2025-07-14,2025-10-19,2025-07-14,2025-11-30,Completed,Irrigation Department,97,139,42
TL-0003701,LG-000337,Notification,2025-10-24,2025-12-06,2025-10-24,2026-01-26,Completed,Irrigation Department,43,94,51
TL-0003702,LG-000337,Objection/Hearing,2025-12-11,2026-02-19,2025-12-11,2026-05-28,Completed,Legal Affairs,70,168,98
TL-0003703,LG-000337,Compensation,2026-02-24,2026-04-22,2026-02-24,2026-06-29,Completed,Legal Affairs,57,125,68
TL-0003704,LG-000337,Legal Resolution,2026-04-27,2026-08-21,2026-04-27,2026-10-08,Completed,Legal Affairs,116,164,48
TL-0003705,LG-000337,R&R,2026-08-26,2026-12-16,2026-08-26,2027-03-24,Completed,Irrigation Department,112,210,98
TL-0003706,LG-000337,Possession,2026-12-21,2027-03-15,2026-12-21,2027-04-26,Completed,R&R Authority,84,126,42
TL-0003707,LG-000337,Final Handover,2027-03-20,2027-06-17,2027-03-20,,In Progress,Revenue Department,89,0,84
TL-0003708,LG-000338,Land Identification,2020-06-26,2020-09-23,2020-06-26,2020-09-24,Completed,R&R Authority,89,90,1
TL-0003709,LG-000338,Survey,2020-09-28,2020-12-08,2020-09-28,2020-12-22,Completed,Revenue Department,71,85,14
TL-0003710,LG-000338,Documentation,2020-12-13,2021-02-04,2020-12-13,2021-02-12,Completed,Irrigation Department,53,61,8
TL-0003711,LG-000338,Approval,2021-02-09,2021-04-26,2021-02-09,2021-04-30,Completed,Revenue Department,76,80,4
TL-0003712,LG-000338,Notification,2021-05-01,2021-08-13,2021-05-01,2021-08-16,Completed,Irrigation Department,104,107,3
TL-0003713,LG-000338,Objection/Hearing,2021-08-18,2021-11-22,2021-08-18,2021-11-25,Completed,Legal Affairs,96,99,3
TL-0003714,LG-000338,Compensation,2021-11-27,2022-02-02,2021-11-27,2022-02-03,Completed,Legal Affairs,67,68,1
TL-0003715,LG-000338,Legal Resolution,2022-02-07,2022-06-04,2022-02-07,2022-06-04,Completed,Revenue Department,117,117,0
TL-0003716,LG-000338,R&R,2022-06-09,2022-09-26,2022-06-09,,In Progress,Legal Affairs,109,0,8
TL-0003717,LG-000338,Possession,2022-10-01,2022-11-11,,,Not Started,R&R Authority,41,0,0
TL-0003718,LG-000338,Final Handover,2022-11-16,2023-02-18,,,Not Started,Legal Affairs,94,0,0
TL-0003719,LG-000339,Land Identification,2022-03-24,2022-07-09,2022-03-24,2022-07-17,Completed,Finance Department,107,115,8
TL-0003720,LG-000339,Survey,2022-07-14,2022-11-06,2022-07-14,2022-11-19,Completed,Irrigation Department,115,128,13
TL-0003721,LG-000339,Documentation,2022-11-11,2023-01-19,2022-11-11,2023-01-22,Completed,Legal Affairs,69,72,3
TL-0003722,LG-000339,Approval,2023-01-24,2023-03-01,2023-01-24,2023-03-16,Completed,Legal Affairs,36,51,15
TL-0003723,LG-000339,Notification,2023-03-06,2023-06-10,2023-03-06,2023-06-20,Completed,Public Works Dept,96,106,10
TL-0003724,LG-000339,Objection/Hearing,2023-06-15,2023-08-02,2023-06-15,2023-08-15,Completed,R&R Authority,48,61,13
TL-0003725,LG-000339,Compensation,2023-08-07,2023-09-22,2023-08-07,2023-10-03,Completed,Environmental Cell,46,57,11
TL-0003726,LG-000339,Legal Resolution,2023-09-27,2024-01-06,2023-09-27,,In Progress,Land Records Cell,101,0,7
TL-0003727,LG-000339,R&R,2024-01-11,2024-04-04,,,Not Started,Irrigation Department,84,0,0
TL-0003728,LG-000339,Possession,2024-04-09,2024-06-11,,,Not Started,Irrigation Department,63,0,0
TL-0003729,LG-000339,Final Handover,2024-06-16,2024-08-06,,,Not Started,Irrigation Department,51,0,0
TL-0003730,LG-000340,Land Identification,2018-03-25,2018-06-18,2018-03-25,2018-06-28,Completed,Public Works Dept,85,95,10
TL-0003731,LG-000340,Survey,2018-06-23,2018-09-07,2018-06-23,2018-09-12,Completed,Public Works Dept,76,81,5
TL-0003732,LG-000340,Documentation,2018-09-12,2018-12-17,2018-09-12,2018-12-28,Completed,Finance Department,96,107,11
TL-0003733,LG-000340,Approval,2018-12-22,2019-02-02,2018-12-22,2019-02-07,Completed,Land Records Cell,42,47,5
TL-0003734,LG-000340,Notification,2019-02-07,2019-05-30,2019-02-07,2019-06-03,Completed,Environmental Cell,112,116,4
TL-0003735,LG-000340,Objection/Hearing,2019-06-04,2019-09-27,2019-06-04,2019-10-12,Completed,Revenue Department,115,130,15
TL-0003736,LG-000340,Compensation,2019-10-02,2019-11-16,2019-10-02,2019-11-19,Completed,Environmental Cell,45,48,3
TL-0003737,LG-000340,Legal Resolution,2019-11-21,2020-03-12,2019-11-21,2020-03-19,Completed,Legal Affairs,112,119,7
TL-0003738,LG-000340,R&R,2020-03-17,2020-06-11,2020-03-17,,In Progress,Finance Department,86,0,3
TL-0003739,LG-000340,Possession,2020-06-16,2020-10-08,,,Not Started,Public Works Dept,114,0,0
TL-0003740,LG-000340,Final Handover,2020-10-13,2021-01-27,,,Not Started,Public Works Dept,106,0,0
TL-0003741,LG-000341,Land Identification,2018-09-27,2018-11-24,2018-09-27,2018-12-08,Completed,Irrigation Department,58,72,14
TL-0003742,LG-000341,Survey,2018-11-29,2019-03-04,2018-11-29,2019-03-08,Completed,R&R Authority,95,99,4
TL-0003743,LG-000341,Documentation,2019-03-09,2019-04-25,2019-03-09,2019-05-01,Completed,Environmental Cell,47,53,6
TL-0003744,LG-000341,Approval,2019-04-30,2019-08-10,2019-04-30,2019-08-23,Completed,Land Records Cell,102,115,13
TL-0003745,LG-000341,Notification,2019-08-15,2019-11-24,2019-08-15,2019-11-26,Completed,R&R Authority,101,103,2
TL-0003746,LG-000341,Objection/Hearing,2019-11-29,2020-01-23,2019-11-29,,In Progress,Land Records Cell,55,0,5
TL-0003747,LG-000341,Compensation,2020-01-28,2020-03-16,,,Not Started,Irrigation Department,48,0,0
TL-0003748,LG-000341,Legal Resolution,2020-03-21,2020-06-15,,,Not Started,Revenue Department,86,0,0
TL-0003749,LG-000341,R&R,2020-06-20,2020-08-24,,,Not Started,Public Works Dept,65,0,0
TL-0003750,LG-000341,Possession,2020-08-29,2020-10-10,,,Not Started,Environmental Cell,42,0,0
TL-0003751,LG-000341,Final Handover,2020-10-15,2020-12-16,,,Not Started,Revenue Department,62,0,0
TL-0003752,LG-000342,Land Identification,2020-05-11,2020-09-07,2020-05-11,2021-01-24,Completed,Public Works Dept,119,258,139
TL-0003753,LG-000342,Survey,2020-09-12,2020-10-30,2020-09-12,2020-12-18,Completed,Revenue Department,48,97,49
TL-0003754,LG-000342,Documentation,2020-11-04,2021-02-21,2020-11-04,2021-06-12,Completed,Legal Affairs,109,220,111
TL-0003755,LG-000342,Approval,2021-02-26,2021-05-11,2021-02-26,2021-08-08,Completed,Legal Affairs,74,163,89
TL-0003756,LG-000342,Notification,2021-05-16,2021-08-15,2021-05-16,2021-11-12,Completed,Revenue Department,91,180,89
TL-0003757,LG-000342,Objection/Hearing,2021-08-20,2021-10-03,2021-08-20,2022-01-14,Completed,Environmental Cell,44,147,103
TL-0003758,LG-000342,Compensation,2021-10-08,2022-01-22,2021-10-08,2022-05-23,Completed,Environmental Cell,106,227,121
TL-0003759,LG-000342,Legal Resolution,2022-01-27,2022-04-21,2022-01-27,2022-08-03,Completed,Legal Affairs,84,188,104
TL-0003760,LG-000342,R&R,2022-04-26,2022-06-05,2022-04-26,,In Progress,Legal Affairs,40,0,65
TL-0003761,LG-000342,Possession,2022-06-10,2022-09-28,,,Not Started,Land Records Cell,110,0,0
TL-0003762,LG-000342,Final Handover,2022-10-03,2023-01-16,,,Not Started,R&R Authority,105,0,0
TL-0003763,LG-000343,Land Identification,2018-07-07,2018-08-16,2018-07-07,2018-08-25,Completed,R&R Authority,40,49,9
TL-0003764,LG-000343,Survey,2018-08-21,2018-12-08,2018-08-21,2018-12-15,Completed,Legal Affairs,109,116,7
TL-0003765,LG-000343,Documentation,2018-12-13,2019-01-12,2018-12-13,2019-01-16,Completed,Legal Affairs,30,34,4
TL-0003766,LG-000343,Approval,2019-01-17,2019-02-16,2019-01-17,2019-02-19,Completed,Irrigation Department,30,33,3
TL-0003767,LG-000343,Notification,2019-02-21,2019-05-17,2019-02-21,2019-05-31,Completed,Finance Department,85,99,14
TL-0003768,LG-000343,Objection/Hearing,2019-05-22,2019-07-18,2019-05-22,2019-07-29,Completed,Public Works Dept,57,68,11
TL-0003769,LG-000343,Compensation,2019-07-23,2019-11-17,2019-07-23,2019-11-30,Completed,R&R Authority,117,130,13
TL-0003770,LG-000343,Legal Resolution,2019-11-22,2020-03-18,2019-11-22,2020-03-30,Completed,R&R Authority,117,129,12
TL-0003771,LG-000343,R&R,2020-03-23,2020-07-07,2020-03-23,,In Progress,Land Records Cell,106,0,6
TL-0003772,LG-000343,Possession,2020-07-12,2020-10-06,,,Not Started,Revenue Department,86,0,0
TL-0003773,LG-000343,Final Handover,2020-10-11,2020-12-03,,,Not Started,Finance Department,53,0,0
TL-0003774,LG-000344,Land Identification,2018-12-19,2019-03-03,2018-12-19,2019-03-10,Completed,Irrigation Department,74,81,7
TL-0003775,LG-000344,Survey,2019-03-08,2019-05-25,2019-03-08,2019-05-27,Completed,Environmental Cell,78,80,2
TL-0003776,LG-000344,Documentation,2019-05-30,2019-07-31,2019-05-30,2019-08-01,Completed,Revenue Department,62,63,1
TL-0003777,LG-000344,Approval,2019-08-05,2019-09-15,2019-08-05,2019-09-19,Completed,Revenue Department,41,45,4
TL-0003778,LG-000344,Notification,2019-09-20,2019-11-08,2019-09-20,,In Progress,Legal Affairs,49,0,9
TL-0003779,LG-000344,Objection/Hearing,2019-11-13,2020-01-27,,,Not Started,Irrigation Department,75,0,0
TL-0003780,LG-000344,Compensation,2020-02-01,2020-05-08,,,Not Started,Land Records Cell,97,0,0
TL-0003781,LG-000344,Legal Resolution,2020-05-13,2020-08-09,,,Not Started,Environmental Cell,88,0,0
TL-0003782,LG-000344,R&R,2020-08-14,2020-11-03,,,Not Started,Finance Department,81,0,0
TL-0003783,LG-000344,Possession,2020-11-08,2021-03-06,,,Not Started,Public Works Dept,118,0,0
TL-0003784,LG-000344,Final Handover,2021-03-11,2021-04-19,,,Not Started,Environmental Cell,39,0,0
TL-0003785,LG-000345,Land Identification,2020-07-06,2020-09-04,2020-07-06,2020-11-24,Completed,Irrigation Department,60,141,81
TL-0003786,LG-000345,Survey,2020-09-09,2020-12-25,2020-09-09,,In Progress,Environmental Cell,107,0,83
TL-0003787,LG-000345,Documentation,2020-12-30,2021-03-31,,,Not Started,Finance Department,91,0,0
TL-0003788,LG-000345,Approval,2021-04-05,2021-07-17,,,Not Started,Land Records Cell,103,0,0
TL-0003789,LG-000345,Notification,2021-07-22,2021-09-17,,,Not Started,Irrigation Department,57,0,0
TL-0003790,LG-000345,Objection/Hearing,2021-09-22,2021-12-06,,,Not Started,Revenue Department,75,0,0
TL-0003791,LG-000345,Compensation,2021-12-11,2022-03-24,,,Not Started,Irrigation Department,103,0,0
TL-0003792,LG-000345,Legal Resolution,2022-03-29,2022-07-08,,,Not Started,Public Works Dept,101,0,0
TL-0003793,LG-000345,R&R,2022-07-13,2022-08-30,,,Not Started,R&R Authority,48,0,0
TL-0003794,LG-000345,Possession,2022-09-04,2022-10-13,,,Not Started,R&R Authority,39,0,0
TL-0003795,LG-000345,Final Handover,2022-10-18,2023-01-17,,,Not Started,R&R Authority,91,0,0
